locus_tag	ftype	length_bp	gene	EC_number	COG	product
Zymos_Lf_00056	CDS	570	rnmV	3.1.26.8	COG1658	Ribonuclease M5
Zymos_Lf_00057	CDS	888	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
Zymos_Lf_00058	CDS	852	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
Zymos_Lf_00059	CDS	1251				IS200/IS605 family transposase ISLjo5
Zymos_Lf_00060	CDS	456				hypothetical protein
Zymos_Lf_00061	CDS	906	fimA		COG0803	Manganese ABC transporter substrate-binding lipoprotein
Zymos_Lf_00062	CDS	534	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
Zymos_Lf_00063	CDS	795	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
Zymos_Lf_00064	CDS	837	purR_1		COG0503	Pur operon repressor
Zymos_Lf_00065	CDS	1368	glmU		COG1207	Bifunctional protein GlmU
Zymos_Lf_00066	CDS	987	prs_1	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
Zymos_Lf_00067	CDS	729				hypothetical protein
Zymos_Lf_00068	CDS	822	yidA_1	3.1.3.23	COG0561	Sugar phosphatase YidA
Zymos_Lf_00069	CDS	1356				hypothetical protein
Zymos_Lf_00070	CDS	426				hypothetical protein
Zymos_Lf_00071	CDS	588	rpoE			DNA-directed RNA polymerase subunit delta
Zymos_Lf_00072	CDS	1602	pyrG	6.3.4.2	COG0504	CTP synthase
Zymos_Lf_00073	CDS	1269	murA1	2.5.1.7		UDP-N-acetylglucosamine 1-carboxyvinyltransferase
Zymos_Lf_00074	CDS	246	rpmE2		COG0254	50S ribosomal protein L31 type B
Zymos_Lf_00075	CDS	342	mdtG			Multidrug resistance protein MdtG
Zymos_Lf_00076	CDS	702	strA	3.4.22.-	COG3764	Sortase A
Zymos_Lf_00077	CDS	465	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
Zymos_Lf_00078	CDS	558	lemA		COG1704	Protein LemA
Zymos_Lf_00079	CDS	900	htpX	3.4.24.-	COG0501	Protease HtpX 
Zymos_Lf_00080	CDS	1380	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
Zymos_Lf_00081	CDS	1479	cshA	3.6.4.13	COG0513	ATP-dependent RNA helicase CshA
Zymos_Lf_00082	CDS	360	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
Zymos_Lf_00083	CDS	1122	alr	5.1.1.1	COG0787	Alanine racemase
Zymos_Lf_00084	CDS	354	ndoA	3.1.27.-	COG2337	Endoribonuclease EndoA
Zymos_Lf_00085	CDS	636				hypothetical protein
Zymos_Lf_00086	CDS	561	pth	3.1.1.29		Peptidyl-tRNA hydrolase
Zymos_Lf_00087	CDS	3543	mfd	3.6.4.-		Transcription-repair-coupling factor
Zymos_Lf_00088	CDS	273				hypothetical protein
Zymos_Lf_00089	CDS	357				hypothetical protein
Zymos_Lf_00090	CDS	507	pnp	2.7.7.8		Polyribonucleotide nucleotidyltransferase
Zymos_Lf_00091	CDS	1350	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
Zymos_Lf_00092	CDS	549	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
Zymos_Lf_00093	CDS	2169	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
Zymos_Lf_00094	CDS	882	hslO		COG1281	33 kDa chaperonin
Zymos_Lf_00095	CDS	1002	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
Zymos_Lf_00096	CDS	1494	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
Zymos_Lf_00097	rRNA	1573				16S ribosomal RNA
Zymos_Lf_00098	tRNA	77				tRNA-Ile(gat)
Zymos_Lf_00099	tRNA	75				tRNA-Ala(tgc)
Zymos_Lf_00100	rRNA	2917				23S ribosomal RNA
Zymos_Lf_00101	rRNA	112				5S ribosomal RNA
Zymos_Lf_00102	tRNA	75				tRNA-Asn(gtt)
Zymos_Lf_00103	tRNA	75				tRNA-Thr(cgt)
Zymos_Lf_00104	CDS	1176				IS200/IS605 family transposase ISLhe65
Zymos_Lf_00105	CDS	2226	smc_1			Chromosome partition protein Smc
Zymos_Lf_00106	CDS	1497	dtpT_1		COG3104	Di-/tripeptide transporter
Zymos_Lf_00107	CDS	846				hypothetical protein
Zymos_Lf_00108	tRNA	83				tRNA-Tyr(gta)
Zymos_Lf_00109	tRNA	73				tRNA-Gln(ttg)
Zymos_Lf_00110	CDS	642				hypothetical protein
Zymos_Lf_00111	CDS	714		5.1.1.13	COG1794	Aspartate racemase
Zymos_Lf_00112	CDS	702	nagR		COG2188	HTH-type transcriptional repressor NagR
Zymos_Lf_00113	CDS	1461	pncB_1	6.3.4.21		Nicotinate phosphoribosyltransferase
Zymos_Lf_00114	CDS	831	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
Zymos_Lf_00115	CDS	2178	yhgF		COG2183	Protein YhgF
Zymos_Lf_00116	CDS	456				Protein SprT-like protein
Zymos_Lf_00117	tRNA	86				tRNA-Leu(aag)
Zymos_Lf_00118	CDS	1881	lacL	3.2.1.23	COG3250	Beta-galactosidase large subunit
Zymos_Lf_00119	CDS	963	lacM	3.2.1.23	COG3250	Beta-galactosidase small subunit
Zymos_Lf_00120	CDS	957				hypothetical protein
Zymos_Lf_00121	CDS	678	gpmA_1	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
Zymos_Lf_00122	CDS	876				hypothetical protein
Zymos_Lf_00123	CDS	1338	pepC	3.4.22.40	COG3579	Aminopeptidase C
Zymos_Lf_00124	CDS	615	lacA_1	2.3.1.18	COG0110	Galactoside O-acetyltransferase
Zymos_Lf_00125	CDS	687	rpiA_1	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
Zymos_Lf_00126	CDS	312				hypothetical protein
Zymos_Lf_00127	CDS	540	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
Zymos_Lf_00128	CDS	1374	radA	3.6.4.-	COG1066	DNA repair protein RadA
Zymos_Lf_00129	CDS	1134	yacL	3.1.-.-	COG4956	putative PIN and TRAM-domain containing protein YacL
Zymos_Lf_00130	CDS	1497	gltX	6.1.1.17		Glutamate--tRNA ligase
Zymos_Lf_00131	CDS	570				hypothetical protein
Zymos_Lf_00132	CDS	1419	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
Zymos_Lf_00133	CDS	414	mrnC	3.1.26.-	COG1939	Mini-ribonuclease 3
Zymos_Lf_00134	CDS	756		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
Zymos_Lf_00135	CDS	579	sigH		COG1595	RNA polymerase sigma-H factor
Zymos_Lf_00136	CDS	147	rpmG3		COG0267	50S ribosomal protein L33 3
Zymos_Lf_00137	CDS	177				hypothetical protein
Zymos_Lf_00138	CDS	546	nusG		COG0250	Transcription termination/antitermination protein NusG
Zymos_Lf_00139	CDS	321	rplK		COG0080	50S ribosomal protein L11
Zymos_Lf_00140	CDS	693	rplA			50S ribosomal protein L1
Zymos_Lf_00141	CDS	987			COG2826	IS30 family transposase ISSlu1
Zymos_Lf_00142	CDS	1329	steT		COG0531	Serine/threonine exchanger SteT
Zymos_Lf_00143	CDS	504	rplJ			50S ribosomal protein L10
Zymos_Lf_00144	CDS	366	rplL		COG0222	50S ribosomal protein L7/L12
Zymos_Lf_00145	CDS	1437	cydA	1.10.3.-	COG1271	Cytochrome bd ubiquinol oxidase subunit 1
Zymos_Lf_00146	CDS	1017	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
Zymos_Lf_00147	CDS	1731	cydD		COG4988	ATP-binding/permease protein CydD
Zymos_Lf_00148	CDS	1752			COG1132	putative ABC transporter ATP-binding/permease protein
Zymos_Lf_00149	CDS	2604	adhE		COG1012	Aldehyde-alcohol dehydrogenase
Zymos_Lf_00150	CDS	1380	brnQ_1		COG1114	Branched-chain amino acid transport system 2 carrier protein
Zymos_Lf_00151	CDS	1002	nrdF_1	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 2 subunit beta
Zymos_Lf_00152	CDS	2172	nrdE	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 2 subunit alpha
Zymos_Lf_00153	CDS	222	nrdH		COG0695	Glutaredoxin-like protein NrdH
Zymos_Lf_00154	CDS	525	tadA_1	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
Zymos_Lf_00155	CDS	159				hypothetical protein
Zymos_Lf_00156	CDS	1692	ruvB_1	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
Zymos_Lf_00157	CDS	309			COG0718	Nucleoid-associated protein
Zymos_Lf_00158	CDS	600	recR		COG0353	Recombination protein RecR
Zymos_Lf_00159	CDS	249				hypothetical protein
Zymos_Lf_00160	CDS	645	tmk	2.7.4.9	COG0125	Thymidylate kinase
Zymos_Lf_00161	CDS	321	darA		COG3870	Cyclic di-AMP receptor A
Zymos_Lf_00162	CDS	1041				hypothetical protein
Zymos_Lf_00163	CDS	336	yabA		COG4467	Initiation-control protein YabA
Zymos_Lf_00164	CDS	861	rsmI	2.1.1.198		Ribosomal RNA small subunit methyltransferase I
Zymos_Lf_00165	CDS	756				hypothetical protein
Zymos_Lf_00166	CDS	1503	gppA	3.6.1.40		Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
Zymos_Lf_00167	CDS	2229	ppk	2.7.4.1	COG0855	Polyphosphate kinase
Zymos_Lf_00168	CDS	954	ppx_2	3.6.1.11	COG0248	Exopolyphosphatase
Zymos_Lf_00169	CDS	996	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
Zymos_Lf_00170	CDS	852				hypothetical protein
Zymos_Lf_00171	CDS	1002	argF	2.1.3.3		Ornithine carbamoyltransferase
Zymos_Lf_00172	CDS	930	arcC1_2	2.7.2.2		Carbamate kinase 1
Zymos_Lf_00173	CDS	1224	arcA	3.5.3.6		Arginine deiminase
Zymos_Lf_00174	CDS	1419	arcD1		COG0531	Arginine/ornithine antiporter ArcD1
Zymos_Lf_00175	CDS	1122				hypothetical protein
Zymos_Lf_00176	CDS	1119	vioD_1	4.2.1.145		Capreomycidine synthase
Zymos_Lf_00177	CDS	732	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
Zymos_Lf_00178	CDS	600	mshD	2.3.1.189		Mycothiol acetyltransferase
Zymos_Lf_00179	CDS	1035	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
Zymos_Lf_00180	CDS	483				hypothetical protein
Zymos_Lf_00181	CDS	438	fabZ_1	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
Zymos_Lf_00182	CDS	441				hypothetical protein
Zymos_Lf_00183	CDS	960	fabH	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
Zymos_Lf_00184	CDS	249	acpP_1		COG0236	Acyl carrier protein
Zymos_Lf_00185	CDS	948	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
Zymos_Lf_00186	CDS	732	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
Zymos_Lf_00187	CDS	1239	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
Zymos_Lf_00188	CDS	447	accB_1		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
Zymos_Lf_00189	CDS	435	fabZ_2	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
Zymos_Lf_00190	CDS	1398	accC_1	6.3.4.14	COG0439	Biotin carboxylase
Zymos_Lf_00191	CDS	849	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
Zymos_Lf_00192	CDS	774	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
Zymos_Lf_00193	CDS	765	fabI	1.3.1.39		Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI
Zymos_Lf_00194	CDS	546	bioY		COG1268	Biotin transporter BioY
Zymos_Lf_00195	CDS	963	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
Zymos_Lf_00196	CDS	1944	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
Zymos_Lf_00197	CDS	651	rex		COG2344	Redox-sensing transcriptional repressor Rex
Zymos_Lf_00198	CDS	282	groS		COG0234	10 kDa chaperonin
Zymos_Lf_00199	CDS	1632	groL			60 kDa chaperonin
Zymos_Lf_00200	CDS	1839	kimA		COG0531	Potassium transporter KimA
Zymos_Lf_00201	CDS	255				hypothetical protein
Zymos_Lf_00202	CDS	639	yigZ		COG1739	IMPACT family member YigZ
Zymos_Lf_00203	CDS	1317	comFA	3.6.4.12	COG4098	ComF operon protein 1
Zymos_Lf_00204	CDS	675				hypothetical protein
Zymos_Lf_00205	CDS	546	hpf			Ribosome hibernation promotion factor
Zymos_Lf_00206	CDS	2370	secA		COG0653	Protein translocase subunit SecA
Zymos_Lf_00207	CDS	1068	prfB			Peptide chain release factor 2
Zymos_Lf_00208	CDS	330				hypothetical protein
Zymos_Lf_00209	CDS	354				hypothetical protein
Zymos_Lf_00210	CDS	963	hprK	2.7.11.-	COG1493	HPr kinase/phosphorylase
Zymos_Lf_00211	CDS	846	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
Zymos_Lf_00212	CDS	1014	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
Zymos_Lf_00213	CDS	912	gtaB	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
Zymos_Lf_00214	CDS	780	yafV	3.5.1.3		Omega-amidase YafV
Zymos_Lf_00215	CDS	1179	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
Zymos_Lf_00216	CDS	975	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
Zymos_Lf_00217	CDS	417				hypothetical protein
Zymos_Lf_00218	CDS	942	trxB	1.8.1.9	COG0492	Thioredoxin reductase
Zymos_Lf_00219	CDS	813	cysE	2.3.1.30		Serine O-acetyltransferase
Zymos_Lf_00220	CDS	927	cysK	2.5.1.47		Cysteine synthase
Zymos_Lf_00221	CDS	1029	ilvE_1	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
Zymos_Lf_00222	CDS	942		1.1.1.-		L-2-hydroxyisocaproate dehydrogenase
Zymos_Lf_00223	CDS	777	yidA_2	3.1.3.23	COG0561	Sugar phosphatase YidA
Zymos_Lf_00224	CDS	1725	pgcA	5.4.2.2		Phosphoglucomutase
Zymos_Lf_00225	CDS	636	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
Zymos_Lf_00226	CDS	231				hypothetical protein
Zymos_Lf_00227	CDS	2016	uvrB		COG0556	UvrABC system protein B
Zymos_Lf_00228	CDS	2862	uvrA			UvrABC system protein A
Zymos_Lf_00229	CDS	1086				hypothetical protein
Zymos_Lf_00230	CDS	870	yvcJ		COG1660	Nucleotide-binding protein YvcJ
Zymos_Lf_00231	CDS	978			COG0391	Putative gluconeogenesis factor
Zymos_Lf_00232	CDS	939	whiA		COG1481	putative cell division protein WhiA
Zymos_Lf_00233	CDS	312	tenA	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
Zymos_Lf_00234	CDS	333				hypothetical protein
Zymos_Lf_00235	CDS	591	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
Zymos_Lf_00236	CDS	135				hypothetical protein
Zymos_Lf_00237	tRNA	72				tRNA-Arg(ccg)
Zymos_Lf_00238	tRNA	85				tRNA-Leu(cag)
Zymos_Lf_00239	CDS	132				hypothetical protein
Zymos_Lf_00240	CDS	1014	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
Zymos_Lf_00241	CDS	1206	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
Zymos_Lf_00242	CDS	768	tpiA_1	5.3.1.1		Triosephosphate isomerase
Zymos_Lf_00243	CDS	1323	eno2	4.2.1.11	COG0148	Enolase 2
Zymos_Lf_00244	CDS	1395	yifK_1		COG1113	putative transport protein YifK
Zymos_Lf_00245	CDS	1551	clcA_1		COG0038	H(+)/Cl(-) exchange transporter ClcA
Zymos_Lf_00246	CDS	240	secG		COG1314	putative protein-export membrane protein SecG
Zymos_Lf_00247	CDS	2394	rnr	3.1.13.1	COG0557	Ribonuclease R
Zymos_Lf_00248	CDS	474	smpB		COG0691	SsrA-binding protein
Zymos_Lf_00249	CDS	582				hypothetical protein
Zymos_Lf_00250	CDS	690	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
Zymos_Lf_00251	CDS	975	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
Zymos_Lf_00252	CDS	453	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
Zymos_Lf_00253	CDS	516				hypothetical protein
Zymos_Lf_00254	CDS	540	polC_1	2.7.7.7	COG2176	DNA polymerase III PolC-type
Zymos_Lf_00255	CDS	897	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
Zymos_Lf_00256	CDS	846	dacA_1	2.7.7.85	COG1624	Diadenylate cyclase
Zymos_Lf_00257	CDS	879				hypothetical protein
Zymos_Lf_00258	CDS	1359	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
Zymos_Lf_00259	CDS	1821	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
Zymos_Lf_00260	CDS	1287				ISL3 family transposase ISL3
Zymos_Lf_00261	CDS	312				hypothetical protein
Zymos_Lf_00262	CDS	1851	oatA	2.3.1.-		O-acetyltransferase OatA
Zymos_Lf_00263	CDS	819		3.1.3.-		Putative phosphatase
Zymos_Lf_00264	CDS	615				hypothetical protein
Zymos_Lf_00265	CDS	1029				hypothetical protein
Zymos_Lf_00266	CDS	906	cmpR			HTH-type transcriptional activator CmpR
Zymos_Lf_00267	CDS	963	yvyI	5.3.1.8	COG1482	Putative mannose-6-phosphate isomerase YvyI
Zymos_Lf_00268	CDS	840			COG1307	DegV domain-containing protein
Zymos_Lf_00269	CDS	513				hypothetical protein
Zymos_Lf_00270	CDS	942	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
Zymos_Lf_00271	CDS	228	manX_1	2.7.1.191		PTS system mannose-specific EIIAB component
Zymos_Lf_00272	CDS	846				IS3 family transposase ISEnfa5
Zymos_Lf_00273	CDS	789	manX_2	2.7.1.191		PTS system mannose-specific EIIAB component
Zymos_Lf_00274	CDS	804	sorA		COG3715	PTS system sorbose-specific EIIC component
Zymos_Lf_00275	CDS	921	manZ		COG3716	PTS system mannose-specific EIID component
Zymos_Lf_00276	CDS	324				hypothetical protein
Zymos_Lf_00277	CDS	1287				ISL3 family transposase ISL3
Zymos_Lf_00278	tmRNA	370	ssrA			transfer-messenger RNA, SsrA
Zymos_Lf_00279	CDS	924			COG2826	IS30 family transposase IS1070
Zymos_Lf_00280	CDS	723	srrA		COG0745	Transcriptional regulatory protein SrrA
Zymos_Lf_00281	CDS	1503	rcsC	2.7.13.3		Sensor histidine kinase RcsC
Zymos_Lf_00282	CDS	861	glcU		COG4975	Glucose uptake protein GlcU
Zymos_Lf_00283	CDS	180				hypothetical protein
Zymos_Lf_00284	CDS	888				IS3 family transposase ISLsa2
Zymos_Lf_00285	CDS	879				IS3 family transposase ISBce13
Zymos_Lf_00286	CDS	288				hypothetical protein
Zymos_Lf_00287	CDS	564	ahpC	1.11.1.15		Alkyl hydroperoxide reductase C
Zymos_Lf_00288	CDS	1665		1.18.1.2		Ferredoxin--NADP reductase
Zymos_Lf_00289	CDS	1353	pgi_1	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
Zymos_Lf_00290	CDS	198				hypothetical protein
Zymos_Lf_00291	CDS	483				hypothetical protein
Zymos_Lf_00292	CDS	702				hypothetical protein
Zymos_Lf_00293	CDS	849	dkgA_1	1.1.1.274	COG0656	2,5-diketo-D-gluconic acid reductase A
Zymos_Lf_00294	CDS	777	tpiA_2	5.3.1.1		Triosephosphate isomerase
Zymos_Lf_00295	CDS	714	aldC	4.1.1.5	COG3527	Alpha-acetolactate decarboxylase
Zymos_Lf_00296	tRNA	74				tRNA-Glu(ctc)
Zymos_Lf_00297	CDS	330				hypothetical protein
Zymos_Lf_00298	tRNA	76				tRNA-Gln(ctg)
Zymos_Lf_00299	CDS	645				hypothetical protein
Zymos_Lf_00300	CDS	462				hypothetical protein
Zymos_Lf_00301	CDS	1752			COG1132	putative ABC transporter ATP-binding protein
Zymos_Lf_00302	CDS	1833		7.6.2.-	COG1132	Fatty acid ABC transporter ATP-binding/permease protein
Zymos_Lf_00303	CDS	1020	yfeW	3.4.16.4	COG1680	Putative D-alanyl-D-alanine carboxypeptidase
Zymos_Lf_00304	CDS	1488	cls	2.7.8.-		Cardiolipin synthase
Zymos_Lf_00305	CDS	306				hypothetical protein
Zymos_Lf_00306	CDS	732	gatD	6.3.5.13	COG3442	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
Zymos_Lf_00307	CDS	1338	murT	6.3.5.13	COG0769	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
Zymos_Lf_00308	CDS	582	tdk	2.7.1.21	COG1435	Thymidine kinase
Zymos_Lf_00309	CDS	1089	prfA		COG0216	Peptide chain release factor 1
Zymos_Lf_00310	CDS	852	prmC	2.1.1.297		Release factor glutamine methyltransferase
Zymos_Lf_00311	CDS	1032	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
Zymos_Lf_00312	CDS	1236	glyA	2.1.2.1		Serine hydroxymethyltransferase
Zymos_Lf_00313	CDS	636	upp	2.4.2.9		Uracil phosphoribosyltransferase
Zymos_Lf_00314	CDS	1119				hypothetical protein
Zymos_Lf_00315	CDS	774				hypothetical protein
Zymos_Lf_00316	CDS	1269	pyrP			Uracil permease
Zymos_Lf_00317	CDS	711	atpB			ATP synthase subunit a
Zymos_Lf_00318	CDS	213	atpE			ATP synthase subunit c
Zymos_Lf_00319	CDS	507	atpF		COG0711	ATP synthase subunit b
Zymos_Lf_00320	CDS	546	atpH		COG0712	ATP synthase subunit delta
Zymos_Lf_00321	CDS	1539	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
Zymos_Lf_00322	CDS	936	atpG		COG0224	ATP synthase gamma chain
Zymos_Lf_00323	CDS	1422	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
Zymos_Lf_00324	CDS	423	atpC		COG0355	ATP synthase epsilon chain
Zymos_Lf_00325	CDS	222				hypothetical protein
Zymos_Lf_00326	CDS	1224	murA	2.5.1.7		UDP-N-acetylglucosamine 1-carboxyvinyltransferase
Zymos_Lf_00327	CDS	1017	mbl		COG1077	Cell shape-determining protein Mbl
Zymos_Lf_00328	CDS	225				hypothetical protein
Zymos_Lf_00329	CDS	1203	rodA	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase RodA
Zymos_Lf_00330	CDS	288	gcvH			Glycine cleavage system H protein
Zymos_Lf_00331	CDS	978				hypothetical protein
Zymos_Lf_00332	CDS	1134	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
Zymos_Lf_00333	CDS	846				hypothetical protein
Zymos_Lf_00334	CDS	480				Putative universal stress protein
