locus_tag	ftype	length_bp	gene	EC_number	COG	product
Zymos_BS_00182	CDS	1968	mcpC		COG0840	Methyl-accepting chemotaxis protein McpC
Zymos_BS_00183	CDS	867	garR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
Zymos_BS_00184	CDS	792				hypothetical protein
Zymos_BS_00185	CDS	2121	pbpH_1		COG0768	Penicillin-binding protein H
Zymos_BS_00186	CDS	1821	kinA	2.7.13.3	COG0642	Sporulation kinase A
Zymos_BS_00187	CDS	1182	dapX_1	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
Zymos_BS_00188	CDS	162				hypothetical protein
Zymos_BS_00189	CDS	912	cheV		COG0784	Chemotaxis protein CheV
Zymos_BS_00190	CDS	465				hypothetical protein
Zymos_BS_00191	CDS	1293				hypothetical protein
Zymos_BS_00192	CDS	543	ykuD	2.-.-.-	COG1376	Putative L,D-transpeptidase YkuD
Zymos_BS_00193	CDS	861	lpxG	3.6.1.-	COG1408	UDP-2,3-diacylglucosamine pyrophosphatase LpxG
Zymos_BS_00194	CDS	765	fadH	1.3.1.34	COG1028	putative 2,4-dienoyl-CoA reductase
Zymos_BS_00195	CDS	1224	ykuI		COG2200	putative EAL-domain containing protein YkuI
Zymos_BS_00196	CDS	240	ykuJ		COG4703	putative protein YkuJ
Zymos_BS_00197	CDS	519				hypothetical protein
Zymos_BS_00198	CDS	192	ykzF			putative protein YkzF
Zymos_BS_00199	CDS	444	ykuL		COG0517	CBS domain-containing protein YkuL
Zymos_BS_00200	CDS	882	cysB			HTH-type transcriptional regulator CysB
Zymos_BS_00201	CDS	477				Flavodoxin
Zymos_BS_00202	CDS	894				hypothetical protein
Zymos_BS_00203	CDS	456			COG0716	Flavodoxin
Zymos_BS_00204	CDS	711	dapH_1	2.3.1.89	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
Zymos_BS_00205	CDS	1125	ykuR	3.5.1.47	COG1473	N-acetyldiaminopimelate deacetylase
Zymos_BS_00206	CDS	246				hypothetical protein
Zymos_BS_00207	CDS	804	ykuT		COG0668	putative MscS family protein YkuT
Zymos_BS_00208	CDS	543	ahpC_1	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
Zymos_BS_00209	CDS	459	ykuV	1.8.-.-	COG0526	Thiol-disulfide oxidoreductase YkuV
Zymos_BS_00210	CDS	588	rok_1			Repressor Rok
Zymos_BS_00211	CDS	966				Sporulation protein cse15
Zymos_BS_00212	CDS	600	mobA	2.7.7.77		putative molybdenum cofactor guanylyltransferase
Zymos_BS_00213	CDS	1020				hypothetical protein
Zymos_BS_00214	CDS	1293	moeA	2.10.1.1		Molybdopterin molybdenumtransferase
Zymos_BS_00215	CDS	522				hypothetical protein
Zymos_BS_00216	CDS	474	moaE	2.8.1.12		Molybdopterin synthase catalytic subunit
Zymos_BS_00217	CDS	234	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
Zymos_BS_00218	CDS	1758		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
Zymos_BS_00219	CDS	1815			COG1132	putative ABC transporter ATP-binding protein
Zymos_BS_00220	CDS	696	yknW			Membrane protein YknW
Zymos_BS_00221	CDS	1134	yknX_1		COG0845	Putative efflux system component YknX
Zymos_BS_00222	CDS	693	yknY_1	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
Zymos_BS_00223	CDS	1194	yknZ		COG0577	putative ABC transporter permease YknZ
Zymos_BS_00224	CDS	756	lacR_1			Lactose phosphotransferase system repressor
Zymos_BS_00225	CDS	912	lacC	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
Zymos_BS_00226	CDS	1908	fruA		COG1299	PTS system fructose-specific EIIABC component
Zymos_BS_00227	CDS	222				IS3 family transposase ISBsu1
Zymos_BS_00228	CDS	315				IS3 family transposase ISBsu1
Zymos_BS_00229	CDS	333				hypothetical protein
Zymos_BS_00230	CDS	582	sipT	3.4.21.89	COG0681	Signal peptidase I T
Zymos_BS_00231	CDS	270				hypothetical protein
Zymos_BS_00232	CDS	1620	ybiT_1		COG0488	putative ABC transporter ATP-binding protein YbiT
Zymos_BS_00233	CDS	912	panE_1	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
Zymos_BS_00234	CDS	1233		3.4.11.-		Aminopeptidase 2
Zymos_BS_00235	CDS	135				hypothetical protein
Zymos_BS_00236	CDS	1020	mreBH		COG1077	Cell shape-determining protein MreBH
Zymos_BS_00237	CDS	279	abh		COG2002	Putative transition state regulator Abh
Zymos_BS_00238	CDS	1374	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
Zymos_BS_00239	CDS	828	ykqA	2.3.2.-	COG2105	Putative gamma-glutamylcyclotransferase YkqA
Zymos_BS_00240	CDS	666	ktrA_1		COG0569	Ktr system potassium uptake protein A
Zymos_BS_00241	CDS	1734	adeC	3.5.4.2		Adenine deaminase
Zymos_BS_00242	CDS	1668	rnjA	3.1.-.-	COG0595	Ribonuclease J1
Zymos_BS_00243	CDS	210				hypothetical protein
Zymos_BS_00244	CDS	822				Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
Zymos_BS_00245	CDS	555	defB	3.5.1.88	COG0242	Peptide deformylase 2
Zymos_BS_00246	CDS	153				hypothetical protein
Zymos_BS_00247	CDS	672				hypothetical protein
Zymos_BS_00248	CDS	1116	pdhA	1.2.4.1	COG1071	Pyruvate dehydrogenase E1 component subunit alpha
Zymos_BS_00249	CDS	978	pdhB	1.2.4.1		Pyruvate dehydrogenase E1 component subunit beta
Zymos_BS_00250	CDS	1329	pdhC_1	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
Zymos_BS_00251	CDS	1413	pdhD_1	1.8.1.4		Dihydrolipoyl dehydrogenase
Zymos_BS_00252	CDS	375				hypothetical protein
Zymos_BS_00253	CDS	120				hypothetical protein
Zymos_BS_00254	CDS	333				hypothetical protein
Zymos_BS_00255	CDS	456				IS3 family transposase ISBsu1
Zymos_BS_00256	CDS	1473	speA_1	4.1.1.19	COG1982	Arginine decarboxylase
Zymos_BS_00257	CDS	267				hypothetical protein
Zymos_BS_00258	CDS	639				hypothetical protein
Zymos_BS_00259	CDS	246				hypothetical protein
Zymos_BS_00260	CDS	798	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
Zymos_BS_00261	CDS	468				hypothetical protein
Zymos_BS_00262	CDS	915				hypothetical protein
Zymos_BS_00263	CDS	1566	nprE	3.4.24.28	COG3227	Bacillolysin
Zymos_BS_00264	CDS	1929				hypothetical protein
Zymos_BS_00265	CDS	270				hypothetical protein
Zymos_BS_00266	CDS	522	ylaC			RNA polymerase sigma factor YlaC
Zymos_BS_00267	CDS	294				hypothetical protein
Zymos_BS_00268	CDS	612				hypothetical protein
Zymos_BS_00269	CDS	189				hypothetical protein
Zymos_BS_00270	CDS	1839	typA		COG1217	GTP-binding protein TypA/BipA
Zymos_BS_00271	CDS	318				hypothetical protein
Zymos_BS_00272	CDS	207				hypothetical protein
Zymos_BS_00273	CDS	630				hypothetical protein
Zymos_BS_00274	CDS	1329				hypothetical protein
Zymos_BS_00275	CDS	486				hypothetical protein
Zymos_BS_00276	CDS	930	glsA2	3.5.1.2	COG2066	Glutaminase 2
Zymos_BS_00277	CDS	282				hypothetical protein
Zymos_BS_00278	CDS	1212	ftsW_1	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
Zymos_BS_00279	CDS	3447	pycA	6.4.1.1		Pyruvate carboxylase
Zymos_BS_00280	CDS	921	ctaA	1.3.-.-	COG1612	Heme A synthase
Zymos_BS_00281	CDS	918	ctaB2	2.5.1.141	COG0109	Protoheme IX farnesyltransferase 2
Zymos_BS_00282	CDS	1071	ctaC	1.9.3.1		Cytochrome c oxidase subunit 2
Zymos_BS_00283	CDS	1869	ctaD	1.9.3.1		Cytochrome c oxidase subunit 1
Zymos_BS_00284	CDS	624	ctaE	1.9.3.1		Cytochrome c oxidase subunit 3
Zymos_BS_00285	CDS	333	caaD	1.9.3.1		Cytochrome c oxidase subunit 4B
Zymos_BS_00286	CDS	894				hypothetical protein
Zymos_BS_00287	CDS	363				hypothetical protein
Zymos_BS_00288	CDS	447	hrp1_1		COG0517	Hypoxic response protein 1
Zymos_BS_00289	CDS	1065				hypothetical protein
Zymos_BS_00290	CDS	399				hypothetical protein
Zymos_BS_00291	CDS	240				hypothetical protein
Zymos_BS_00292	CDS	450				hypothetical protein
Zymos_BS_00293	CDS	252				hypothetical protein
Zymos_BS_00294	CDS	555	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
Zymos_BS_00295	CDS	486	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
Zymos_BS_00296	CDS	1227	ylbJ		COG3314	Sporulation integral membrane protein YlbJ
Zymos_BS_00297	CDS	783				hypothetical protein
Zymos_BS_00298	CDS	1026	ylbL		COG3480	putative protein YlbL
Zymos_BS_00299	CDS	1248	tmcAL	6.3.4.-	COG1323	tRNA(Met) cytidine acetate ligase
Zymos_BS_00300	CDS	519				hypothetical protein
Zymos_BS_00301	CDS	180	rpmF		COG0333	50S ribosomal protein L32
Zymos_BS_00302	CDS	582	rsfA_1			Prespore-specific transcriptional regulator RsfA
Zymos_BS_00303	CDS	483	ylbP	2.3.1.-		putative N-acetyltransferase YlbP
Zymos_BS_00304	CDS	897	panE_2	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
Zymos_BS_00305	CDS	1620	bshC	6.-.-.-	COG4365	Putative cysteine ligase BshC
Zymos_BS_00306	CDS	447	mraZ			Transcriptional regulator MraZ
Zymos_BS_00307	CDS	936	rsmH_1	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
Zymos_BS_00308	CDS	354	ftsL		COG4839	Cell division protein FtsL
Zymos_BS_00309	CDS	2142	pbpB		COG0768	Penicillin-binding protein 2B
Zymos_BS_00310	CDS	1941	spoVD		COG0768	Stage V sporulation protein D
Zymos_BS_00311	CDS	1485	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
Zymos_BS_00312	CDS	975	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
Zymos_BS_00313	CDS	1356	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
Zymos_BS_00314	CDS	1026	ftsW_2	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
Zymos_BS_00315	CDS	1092	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
Zymos_BS_00316	CDS	912	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
Zymos_BS_00317	CDS	792	divIB		COG1589	Cell division protein DivIB
Zymos_BS_00318	CDS	696				hypothetical protein
Zymos_BS_00319	CDS	669				hypothetical protein
Zymos_BS_00320	CDS	366				hypothetical protein
Zymos_BS_00321	CDS	1323	ftsA		COG0849	Cell division protein FtsA
Zymos_BS_00322	CDS	1149	ftsZ		COG0206	Cell division protein FtsZ
Zymos_BS_00323	CDS	4302	bpr	3.4.21.-	COG1404	Bacillopeptidase F
Zymos_BS_00324	CDS	954	spoIIGA	3.4.23.-		Sporulation sigma-E factor-processing peptidase
Zymos_BS_00325	CDS	720	sigE		COG1191	RNA polymerase sigma-E factor
Zymos_BS_00326	CDS	783	sigG		COG1191	RNA polymerase sigma-G factor
Zymos_BS_00327	CDS	795	ylmA	3.6.3.-	COG1119	putative ABC transporter ATP-binding protein YlmA
Zymos_BS_00328	CDS	1281	ylmB_1	3.5.1.-	COG0624	N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine deformylase
Zymos_BS_00329	CDS	246	ylmC		COG1873	putative sporulation protein YlmC
Zymos_BS_00330	CDS	837	rl5	1.10.3.-		Polyphenol oxidase
Zymos_BS_00331	CDS	693			COG0325	Pyridoxal phosphate homeostasis protein
Zymos_BS_00332	CDS	420	sepF		COG1799	Cell division protein SepF
Zymos_BS_00333	CDS	273				hypothetical protein
Zymos_BS_00334	CDS	774				hypothetical protein
Zymos_BS_00335	CDS	495	divIVA		COG3599	Septum site-determining protein DivIVA
Zymos_BS_00336	CDS	2766	ileS	6.1.1.5		Isoleucine--tRNA ligase
Zymos_BS_00337	CDS	375	dksA_1			RNA polymerase-binding transcription factor DksA
Zymos_BS_00338	CDS	465	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
Zymos_BS_00339	CDS	912	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
Zymos_BS_00340	CDS	546	pyrR		COG2065	Bifunctional protein PyrR
Zymos_BS_00341	CDS	1308	pyrP			Uracil permease
Zymos_BS_00342	CDS	915	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
Zymos_BS_00343	CDS	1287	pyrC	3.5.2.3	COG0044	Dihydroorotase
Zymos_BS_00344	CDS	1095	carA_1	6.3.5.5		Carbamoyl-phosphate synthase small chain
Zymos_BS_00345	CDS	3216	carB_1	6.3.5.5		Carbamoyl-phosphate synthase large chain
Zymos_BS_00346	CDS	771	pyrK		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
Zymos_BS_00347	CDS	936	pyrD	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
Zymos_BS_00348	CDS	720	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
Zymos_BS_00349	CDS	633	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
Zymos_BS_00350	CDS	702	cysH_1	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
Zymos_BS_00351	CDS	1065	cysP		COG0306	Sulfate permease CysP
