,L90,LSA,NA50,NG50,Ns,assembler,basepairs,breadth_of_coverage,contigs,identity,lowest_identity,misassembled contigs,misassembly events,multiplicity,parsimony,reference,run,sample,validity,distribution,type,algorythm
360,48.0,0.06391901048268203,46069.0,45077.0,0.0,metaSPAdes,1796429.0,0.9428425372362731,78.0,0.9998491205811961,0.9909245604083948,0.0,0.0,1.0004514511845444,1.0004514511845444,Lactobacillus_fermentum,run1,EMS,1.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
361,56.0,0.06386022810710779,40164.0,39869.0,0.0,SKESA,1776186.0,0.9322181476938677,86.0,1.0,1.0,0.0,0.0,1.0,1.0,Lactobacillus_fermentum,run1,EMS,1.0,Even,Genomic,Multiple k-mer De Bruijn graph
362,76.0,0.06398094191409061,32241.0,29397.0,0.0,SPAdes,1792828.0,0.9409525788930334,109.0,0.999990454652405,0.9990482233502538,0.0,0.0,1.0014881516799157,1.0014881516799157,Lactobacillus_fermentum,run1,EMS,1.0,Even,Genomic,Multiple k-mer De Bruijn graph
363,49.0,0.06386285232030306,45959.0,40306.0,0.0,Unicycler,1775427.0,0.9318197921308243,77.0,0.9999459177440699,0.995835666293393,0.0,0.0,0.9998563725796668,0.9998563725796668,Lactobacillus_fermentum,run1,EMS,1.0,Even,Genomic,Multiple k-mer De Bruijn graph
364,10.0,0.2113638748512035,351186.0,351186.0,0.0,GATBMiniaPipeline,2954741.0,0.987434257180496,20.0,1.0,1.0,0.0,0.0,1.0001688811303597,1.0001688811303597,Listeria_monocytogenes,run1,EMS,1.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
365,13.0,0.15650717732130887,254629.0,254629.0,0.0,IDBA-UD,2916725.0,0.9747298270050683,25.0,0.9998330000083575,0.9958391123439667,0.0,0.0,0.9999149731291088,0.9999149731291088,Listeria_monocytogenes,run1,EMS,1.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
366,8.0,0.2113033871128367,447852.0,447852.0,0.0,MEGAHIT,2925257.0,0.9775811053683034,19.0,0.9926084573838411,0.8721568627450981,0.0,0.0,0.9996885743714142,0.9997548933307399,Listeria_monocytogenes,run1,EMS,0.9999336647814699,Even,Metagenomic,Multiple k-mer De Bruijn graph
367,6.0,0.3066915479580877,475510.0,475510.0,0.0,metaSPAdes,2961206.0,0.9895947722553103,13.0,0.998881065981605,0.988909426987061,0.0,0.0,1.0000817234599686,1.0000827365607121,Listeria_monocytogenes,run1,EMS,0.9999989869830701,Even,Metagenomic,Multiple k-mer De Bruijn graph
368,11.0,0.21121014910728786,351014.0,351014.0,0.0,SKESA,2911821.0,0.9730909769003677,19.0,1.0,1.0,0.0,0.0,1.0,1.0,Listeria_monocytogenes,run1,EMS,1.0,Even,Genomic,Multiple k-mer De Bruijn graph
369,10.0,0.181479590234004,255092.0,255092.0,0.0,SPAdes,2957750.0,0.9884398240575443,20.0,0.9999086748576277,0.9982316534040672,0.0,0.0,1.0001369284084185,1.0001369284084185,Listeria_monocytogenes,run1,EMS,1.0,Even,Genomic,Multiple k-mer De Bruijn graph
370,9.0,0.21122852935927777,350996.0,350996.0,0.0,Unicycler,2953581.0,0.9870466009567088,16.0,0.9982525230084409,0.9725,0.0,0.0,1.0000362272102916,1.000050447236761,Listeria_monocytogenes,run1,EMS,0.9999857806908553,Even,Genomic,Multiple k-mer De Bruijn graph
371,39.0,0.0680336497196102,204303.0,204303.0,0.0,GATBMiniaPipeline,6716522.0,0.9888391759528763,98.0,0.9999906216693762,0.99953509995351,0.0,0.0,1.0006117749632921,1.0006131149425253,Pseudomonas_aeruginosa,run1,EMS,0.9999986608418245,Even,Metagenomic,Multiple k-mer De Bruijn graph
372,76.0,0.05008914466758829,84458.0,83502.0,0.0,IDBA-UD,6698357.0,0.9861648359252274,164.0,0.9991091542878199,0.9519548725928808,1.0,1.0,1.0006619533715506,1.0008139309385868,Pseudomonas_aeruginosa,run1,EMS,0.9998481460316068,Even,Metagenomic,Multiple k-mer De Bruijn graph
373,30.0,0.06899944496218528,250917.0,250917.0,0.0,MEGAHIT,6731485.0,0.9910421019002316,82.0,0.9999010209124328,0.9954716981132076,0.0,0.0,1.0005818924056133,1.0005818924056133,Pseudomonas_aeruginosa,run1,EMS,1.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
374,24.0,0.12479429003007804,256394.0,256394.0,0.0,metaSPAdes,6726884.0,0.9903647202064682,57.0,0.9994956772831299,0.9788439743105403,0.0,0.0,1.0001852269193285,1.0001852269193285,Pseudomonas_aeruginosa,run1,EMS,1.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
375,174.0,0.018880708092804677,38251.0,38251.0,0.0,SKESA,6673601.0,0.9825201366835828,303.0,0.9970374477824968,0.25073449822174115,6.0,12.0,0.9993445817333101,1.0023549504982392,Pseudomonas_aeruginosa,run1,EMS,0.9969967038488384,Even,Genomic,Multiple k-mer De Bruijn graph
376,26.0,0.12516647453819235,252244.0,252244.0,0.0,SPAdes,6728888.0,0.9906597588750841,63.0,0.9995688586290978,0.9746764209341587,0.0,0.0,1.0002495211690252,1.0002501156208872,Pseudomonas_aeruginosa,run1,EMS,0.9999994056967826,Even,Genomic,Multiple k-mer De Bruijn graph
377,22.0,0.12477809529277877,283759.0,283759.0,0.0,Unicycler,6723626.0,0.9898850615326404,60.0,0.9974901554909701,0.8643403952287698,0.0,0.0,0.9997544479719722,0.9998854784605806,Pseudomonas_aeruginosa,run1,EMS,0.9998689545038597,Even,Genomic,Multiple k-mer De Bruijn graph
378,82.0,0.07709108847404883,64572.0,60374.0,0.0,GATBMiniaPipeline,4652566.0,0.9774819916861109,158.0,0.999518621556184,0.9376324040335565,1.0,1.0,1.0027627764979583,1.0027627764979583,Salmonella_enterica,run1,EMS,1.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
379,200.0,0.019672688416566768,25944.0,26117.0,0.0,IDBA-UD,4580868.0,0.9624185828403449,386.0,0.9932718572358693,0.6016016016016016,9.0,14.0,1.0062990245516787,1.01518882447606,Salmonella_enterica,run1,EMS,0.9912432054903981,Even,Metagenomic,Multiple k-mer De Bruijn graph
380,42.0,0.08749878669996256,120785.0,120785.0,0.0,MEGAHIT,4671620.0,0.9814851464763036,102.0,0.9995155461576642,0.9725730688935282,1.0,2.0,1.0009476370081472,1.0009493494761987,Salmonella_enterica,run1,EMS,0.999998289156137,Even,Metagenomic,Multiple k-mer De Bruijn graph
381,28.0,0.07435480800866265,164359.0,157908.0,0.0,metaSPAdes,4680545.0,0.9833602465341638,55.0,0.9994596776795499,0.9921052631578947,0.0,0.0,1.0001666472600947,1.0001666472600947,Salmonella_enterica,run1,EMS,1.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
382,83.0,0.05944350811997111,60912.0,60131.0,0.0,SKESA,4576718.0,0.9615466875753454,157.0,0.9964234262777867,0.6337991468663746,2.0,3.0,1.0019398180093246,1.0110102916544126,Salmonella_enterica,run1,EMS,0.9910283073080838,Even,Genomic,Multiple k-mer De Bruijn graph
383,27.0,0.08224745606173102,164404.0,157954.0,0.0,SPAdes,4666050.0,0.9803149159640031,60.0,0.9996253327290537,0.9928894245254595,0.0,0.0,1.0002353168097213,1.0002355311237556,Salmonella_enterica,run1,EMS,0.9999997857364313,Even,Genomic,Multiple k-mer De Bruijn graph
384,20.0,0.11135005943594468,223960.0,223960.0,0.0,Unicycler,4660116.0,0.9790682107826763,50.0,0.9998051972367619,0.994833255049319,0.0,0.0,1.0000328318007534,1.0000328318007534,Salmonella_enterica,run1,EMS,1.0,Even,Genomic,Multiple k-mer De Bruijn graph
385,24.0,0.1529362434621411,112739.0,108199.0,0.0,GATBMiniaPipeline,2679055.0,0.9853886669756288,41.0,1.0,1.0,0.0,0.0,1.0009503350995033,1.0009503350995033,Staphylococcus_aureus,run1,EMS,1.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
386,42.0,0.06690243418003664,53248.0,51887.0,0.0,IDBA-UD,2661504.0,0.9789331979785051,72.0,0.9938421315932511,0.5717791411042945,0.0,0.0,1.0005237640071178,1.0013109129274276,Staphylococcus_aureus,run1,EMS,0.9992138816124471,Even,Metagenomic,Multiple k-mer De Bruijn graph
387,19.0,0.15285054325837324,126941.0,126941.0,0.0,MEGAHIT,2681132.0,0.9861526125688728,37.0,0.9986122408155269,0.9733218588640276,1.0,3.0,0.9998802744512393,1.0000458761448523,Staphylococcus_aureus,run1,EMS,0.9998344059032058,Even,Metagenomic,Multiple k-mer De Bruijn graph
388,13.0,0.17271092181051795,204472.0,204472.0,0.0,metaSPAdes,2682662.0,0.9867153649798807,23.0,0.9996892331571601,0.9947121034077556,0.0,0.0,0.9999742792793128,0.9999776341559242,Staphylococcus_aureus,run1,EMS,0.9999966450483523,Even,Metagenomic,Multiple k-mer De Bruijn graph
389,38.0,0.06682887177336894,73147.0,63469.0,0.0,SKESA,2661968.0,0.9791038627619741,63.0,0.9999996655918789,0.9999789322883749,0.0,0.0,1.0000180317719822,1.0000180317719822,Staphylococcus_aureus,run1,EMS,1.0,Even,Genomic,Multiple k-mer De Bruijn graph
390,11.0,0.18643104627811002,280950.0,280950.0,0.0,SPAdes,2678585.0,0.9852157953199597,21.0,0.9999483833665134,0.9997631641272599,0.0,0.0,0.9999018138308099,0.9999018138308099,Staphylococcus_aureus,run1,EMS,1.0,Even,Genomic,Multiple k-mer De Bruijn graph
391,5.0,0.4796780173460155,394879.0,394879.0,0.0,Unicycler,2678241.0,0.9850892679804912,16.0,0.9999992185811114,0.9999900297191066,0.0,0.0,0.9998678236947309,0.9998678236947309,Staphylococcus_aureus,run1,EMS,1.0,Even,Genomic,Multiple k-mer De Bruijn graph
504,15.0,0.18994249911695868,263420.0,257358.0,0.0,GATBMiniaPipeline,3982010.0,0.9842629552482811,30.0,0.9998086538918349,0.9953271028037384,0.0,0.0,1.000078603519328,1.000083374978968,Bacillus_subtilis,run1,ERR2984773,0.9999952289381474,Even,Metagenomic,Multiple k-mer De Bruijn graph
505,120.0,0.031121367326160738,34330.0,34330.0,0.0,IDBA-UD,3976919.0,0.983004575006853,184.0,0.9997561779326571,0.9646084337349398,0.0,0.0,1.0032975275583937,1.0033111059088706,Bacillus_subtilis,run1,ERR2984773,0.9999864664605057,Even,Metagenomic,Multiple k-mer De Bruijn graph
506,14.0,0.103094241087462,294549.0,294549.0,0.0,MEGAHIT,3989518.0,0.9861187633120488,31.0,0.9786357671000796,0.42089903563236336,2.0,4.0,0.9989720562734646,1.0116783531243625,Bacillus_subtilis,run1,ERR2984773,0.9874403788401156,Even,Metagenomic,Multiple k-mer De Bruijn graph
507,24.0,0.10595976890888718,164894.0,164894.0,0.0,metaSPAdes,3975594.0,0.9826770649263399,51.0,0.9986095901840878,0.9659815733522324,0.0,0.0,1.000735487577454,1.0008240278056562,Bacillus_subtilis,run1,ERR2984773,0.9999115326713364,Even,Metagenomic,Multiple k-mer De Bruijn graph
508,20.0,0.09203898383385525,200881.0,200881.0,0.0,SKESA,3970613.0,0.9814458742010299,34.0,0.9999929982149797,0.9999323913190453,0.0,0.0,1.0000073036581505,1.0000073036581505,Bacillus_subtilis,run1,ERR2984773,1.0,Even,Genomic,Multiple k-mer De Bruijn graph
509,16.0,0.14556080478001582,263236.0,263236.0,0.0,SPAdes,3976703.0,0.9829511846842939,33.0,0.9998820899923656,0.9986373600331773,0.0,0.0,1.000086503819873,1.0002869211002179,Bacillus_subtilis,run1,ERR2984773,0.9997996402071072,Even,Genomic,Multiple k-mer De Bruijn graph
510,10.0,0.18991778137503315,324887.0,324887.0,0.0,Unicycler,3974979.0,0.982525050813498,18.0,0.9999790193355105,0.9998345447300166,0.0,0.0,0.999966540703737,0.9999861634489138,Bacillus_subtilis,run1,ERR2984773,0.9999803769833083,Even,Genomic,Multiple k-mer De Bruijn graph
511,18.0,0.19309606549818092,179847.0,179847.0,0.0,GATBMiniaPipeline,2784730.0,0.9786806176442473,38.0,0.9992575362344717,0.9734375,1.0,2.0,1.0009767553766433,1.000979987287816,Enterococcus_faecalis,run1,ERR2984773,0.9999967712529584,Even,Metagenomic,Multiple k-mer De Bruijn graph
512,147.0,0.032718163261863394,18985.0,18985.0,0.0,IDBA-UD,2808907.0,0.9871775136782559,231.0,0.9999332619791451,0.9891964888588791,0.0,0.0,1.0050201021251326,1.0050784878246235,Enterococcus_faecalis,run1,ERR2984773,0.9999419093133539,Even,Metagenomic,Multiple k-mer De Bruijn graph
513,17.0,0.26493889066954573,235381.0,235381.0,0.0,MEGAHIT,2821373.0,0.9915586323431007,35.0,0.9968427537420738,0.9379727685325264,0.0,0.0,1.0005043643644425,1.0008421431693009,Enterococcus_faecalis,run1,ERR2984773,0.9996625054139019,Even,Metagenomic,Multiple k-mer De Bruijn graph
514,25.0,0.07879511856362849,143041.0,143041.0,0.0,metaSPAdes,2813709.0,0.9888651546078713,51.0,0.9982891624944286,0.9516129032258065,1.0,2.0,1.0092678382874705,1.0093293229683666,Enterococcus_faecalis,run1,ERR2984773,0.9999390836276157,Even,Metagenomic,Multiple k-mer De Bruijn graph
515,42.0,0.09176591485461405,76714.0,76714.0,0.0,SKESA,2797241.0,0.9830775513532055,72.0,1.0,1.0,0.0,0.0,1.0,1.0,Enterococcus_faecalis,run1,ERR2984773,1.0,Even,Genomic,Multiple k-mer De Bruijn graph
516,25.0,0.20897964146943548,104623.0,118250.0,0.0,SPAdes,2790451.0,0.9806912369192012,63.0,0.9999776533172712,0.9993199922284826,3.0,6.0,1.0369072956307064,1.0369105209157947,Enterococcus_faecalis,run1,ERR2984773,0.999996889524194,Even,Genomic,Multiple k-mer De Bruijn graph
517,14.0,0.31019346367741246,234974.0,185947.0,0.0,Unicycler,2813747.0,0.9888785095340115,30.0,0.9999959587885858,0.999941906399591,0.0,0.0,0.9998436248888048,0.9998443356847648,Enterococcus_faecalis,run1,ERR2984773,0.9999992890933772,Even,Genomic,Multiple k-mer De Bruijn graph
518,99.0,0.027645330939427552,59656.0,59357.0,0.0,GATBMiniaPipeline,4632389.0,0.9720812417085202,180.0,0.9997162463390271,0.9913494809688581,0.0,0.0,1.0011244737866358,1.0012019715960814,Escherichia_coli,run1,ERR2984773,0.9999225952288906,Even,Metagenomic,Multiple k-mer De Bruijn graph
519,215.0,0.01711491545156223,22923.0,22537.0,0.0,IDBA-UD,4589511.0,0.9630835302723739,358.0,0.9963772745199536,0.8483870967741935,3.0,6.0,1.0024573424053238,1.0037293733471824,Escherichia_coli,run1,ERR2984773,0.9987326953104734,Even,Metagenomic,Multiple k-mer De Bruijn graph
520,43.0,0.0462826680633915,90017.0,102135.0,0.0,MEGAHIT,4673019.0,0.9806072227629214,132.0,0.9949841604590945,0.7900363967242948,4.0,7.0,1.023463632396958,1.0261843574785379,Escherichia_coli,run1,ERR2984773,0.9973486975690555,Even,Metagenomic,Multiple k-mer De Bruijn graph
521,90.0,0.045337108855143096,65619.0,61032.0,0.0,metaSPAdes,4635986.0,0.9728360522882071,167.0,0.9993362428383639,0.9885233358837031,0.0,0.0,1.0008263614255952,1.0008628153751975,Escherichia_coli,run1,ERR2984773,0.9999635774763114,Even,Metagenomic,Multiple k-mer De Bruijn graph
522,129.0,0.027623716958413442,42198.0,41112.0,0.0,SKESA,4579934.0,0.9610738497270134,209.0,0.9998421846148463,0.9897196261682243,0.0,0.0,1.0000072053440072,1.000013755656741,Escherichia_coli,run1,ERR2984773,0.9999934497773688,Even,Genomic,Multiple k-mer De Bruijn graph
523,79.0,0.05953980267064868,66358.0,65182.0,0.0,SPAdes,4630811.0,0.971750107125605,143.0,0.9961630236111849,0.5360875679373646,1.0,1.0,1.0003673222681728,1.0056365936765719,Escherichia_coli,run1,ERR2984773,0.9947602628608265,Even,Genomic,Multiple k-mer De Bruijn graph
524,44.0,0.06894125487835945,106172.0,106172.0,0.0,Unicycler,4632276.0,0.9720575292827474,98.0,0.9993317330192611,0.9892627057981389,1.0,2.0,0.999844137093731,0.9998564420600154,Escherichia_coli,run1,ERR2984773,0.9999876932669863,Even,Genomic,Multiple k-mer De Bruijn graph
525,55.0,0.06031281670973,40488.0,37549.0,0.0,GATBMiniaPipeline,1797094.0,0.9431915575912452,83.0,0.9996068729849412,0.9840674789128397,0.0,0.0,1.0012069485513835,1.0012230857150488,Lactobacillus_fermentum,run1,ERR2984773,0.9999838825493583,Even,Metagenomic,Multiple k-mer De Bruijn graph
526,131.0,0.04347429032090454,16131.0,15599.0,0.0,IDBA-UD,1779579.0,0.9339989387681839,171.0,0.9999466079964862,0.9963636363636363,0.0,0.0,1.0048618240606346,1.0048618240606346,Lactobacillus_fermentum,run1,ERR2984773,1.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
527,53.0,0.06074108830319949,40505.0,38354.0,0.0,MEGAHIT,1807668.0,0.9487412436566206,88.0,0.9941419956154813,0.7273524254821742,2.0,5.0,1.0016546179940122,1.0031427231106598,Lactobacillus_fermentum,run1,ERR2984773,0.9985165569341589,Even,Metagenomic,Multiple k-mer De Bruijn graph
528,64.0,0.04951732846699238,36315.0,33788.0,0.0,metaSPAdes,1784123.0,0.9363838237200531,95.0,0.9998424203447588,0.9902849740932642,1.0,1.0,1.003097320083873,1.0031516885326852,Lactobacillus_fermentum,run1,ERR2984773,0.9999458023652519,Even,Metagenomic,Multiple k-mer De Bruijn graph
529,69.0,0.06016428624287723,34729.0,30688.0,0.0,SKESA,1757511.0,0.9224167114095017,86.0,0.9999684509015849,0.9984964559318393,0.0,0.0,1.0,1.0000147936485178,Lactobacillus_fermentum,run1,ERR2984773,0.9999852065703311,Even,Genomic,Multiple k-mer De Bruijn graph
530,58.0,0.060208373024557914,37879.0,37242.0,0.0,SPAdes,1782712.0,0.9356432707563455,101.0,0.9998709716289653,0.9947019867549669,4.0,8.0,1.00241373816971,1.00241373816971,Lactobacillus_fermentum,run1,ERR2984773,1.0,Even,Genomic,Multiple k-mer De Bruijn graph
531,55.0,0.060165860770794395,40540.0,40235.0,0.0,Unicycler,1771389.0,0.9297004775543173,79.0,0.9999007552082411,0.9963333333333333,0.0,0.0,0.9998080602284422,0.9998306413780372,Lactobacillus_fermentum,run1,ERR2984773,0.9999774150254448,Even,Genomic,Multiple k-mer De Bruijn graph
532,12.0,0.18151300887398567,452364.0,155105.0,0.0,GATBMiniaPipeline,2957674.0,0.9884144258911581,24.0,0.9986224415922504,0.9794841735052755,0.0,0.0,0.9999418461940025,0.9999536798173159,Listeria_monocytogenes,run1,ERR2984773,0.9999881658285256,Even,Metagenomic,Multiple k-mer De Bruijn graph
533,108.0,0.054384826333353606,27259.0,25555.0,0.0,IDBA-UD,2915464.0,0.9743084179548995,171.0,0.9998391057219054,0.9853181076672104,0.0,0.0,1.003989073437367,1.0039952474117328,Listeria_monocytogenes,run1,ERR2984773,0.9999938505940326,Even,Metagenomic,Multiple k-mer De Bruijn graph
534,6.0,0.40327175169148444,542872.0,542872.0,0.0,MEGAHIT,2924395.0,0.9772930366916616,18.0,0.9983765069805469,0.9861317483902923,1.0,2.0,1.0018738918648131,1.00197716108802,Listeria_monocytogenes,run1,ERR2984773,0.9998969345537829,Even,Metagenomic,Multiple k-mer De Bruijn graph
535,13.0,0.1581627367460003,235115.0,235115.0,0.0,metaSPAdes,2920851.0,0.9761086800907116,25.0,0.9990510855759005,0.990521327014218,0.0,0.0,1.0001129807716997,1.0001129807716997,Listeria_monocytogenes,run1,ERR2984773,1.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
536,17.0,0.14910160670137304,195967.0,195967.0,0.0,SKESA,2914137.0,0.973864952602343,31.0,0.9999997617256021,0.9999926134936697,0.0,0.0,0.9999032303560197,0.9999032303560197,Listeria_monocytogenes,run1,ERR2984773,1.0,Even,Genomic,Multiple k-mer De Bruijn graph
537,19.0,0.11887912544755913,147676.0,147676.0,0.0,SPAdes,2944434.0,0.9839897979575865,37.0,0.9994261593443197,0.9878141660319878,0.0,0.0,1.0004727563939284,1.0004934734485473,Listeria_monocytogenes,run1,ERR2984773,0.999979293163655,Even,Genomic,Multiple k-mer De Bruijn graph
538,8.0,0.2434524529615933,475179.0,475179.0,0.0,Unicycler,2915510.0,0.9743237905292911,17.0,0.9999988519063594,0.9999926136027891,0.0,0.0,0.9998971020507561,0.9998977880370844,Listeria_monocytogenes,run1,ERR2984773,0.9999993139435486,Even,Genomic,Multiple k-mer De Bruijn graph
