locus_tag	ftype	length_bp	gene	EC_number	COG	product
Zymos_Ec_00062	CDS	615	evgA			DNA-binding transcriptional activator EvgA
Zymos_Ec_00063	CDS	1164	emrK		COG1566	putative multidrug resistance protein EmrK
Zymos_Ec_00064	CDS	1539	emrY			putative multidrug resistance protein EmrY
Zymos_Ec_00065	CDS	1329	dsdA	4.3.1.18	COG3048	D-serine dehydratase
Zymos_Ec_00066	CDS	1338	dsdX		COG2610	D-serine transporter DsdX
Zymos_Ec_00067	CDS	936	dsdC		COG0583	HTH-type transcriptional regulator DsdC
Zymos_Ec_00068	tRNA	75				tRNA-Arg(cct)
Zymos_Ec_00069	CDS	933	yfdC		COG2116	Inner membrane protein YfdC
Zymos_Ec_00070	CDS	756	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
Zymos_Ec_00071	CDS	1059				hypothetical protein
Zymos_Ec_00072	CDS	1317	fadL		COG2067	Long-chain fatty acid transport protein
Zymos_Ec_00073	CDS	285				hypothetical protein
Zymos_Ec_00074	CDS	1311	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
Zymos_Ec_00075	CDS	2145	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
Zymos_Ec_00076	CDS	486	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
Zymos_Ec_00077	CDS	564	yfcV			putative fimbrial-like protein YfcV
Zymos_Ec_00078	CDS	2646	papC_1		COG3188	Outer membrane usher protein PapC
Zymos_Ec_00079	CDS	753	yfcS		COG3121	putative fimbrial chaperone YfcS
Zymos_Ec_00080	CDS	510	yfcR			putative fimbrial-like protein YfcR
Zymos_Ec_00081	CDS	489	yfcQ			putative fimbrial-like protein YfcQ
Zymos_Ec_00082	CDS	540	yfcP			putative fimbrial-like protein YfcP
Zymos_Ec_00083	CDS	858	yfcO			putative protein YfcO
Zymos_Ec_00084	CDS	552	mutS2	3.1.-.-		Endonuclease MutS2
Zymos_Ec_00085	CDS	933	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
Zymos_Ec_00086	CDS	1086	aroC	4.2.3.5	COG0082	Chorismate synthase
Zymos_Ec_00087	CDS	825	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
Zymos_Ec_00088	CDS	810	yfcA		COG0730	putative membrane transporter protein YfcA
Zymos_Ec_00089	CDS	549	epmC	1.14.-.-	COG3101	Elongation factor P hydroxylase
Zymos_Ec_00090	CDS	279				hypothetical protein
Zymos_Ec_00091	CDS	2007	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
Zymos_Ec_00092	CDS	1221	fabB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
Zymos_Ec_00093	CDS	1179	yfcJ			putative MFS-type transporter YfcJ
Zymos_Ec_00094	CDS	996	flk			Flagellar regulator flk
Zymos_Ec_00095	CDS	1137	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
Zymos_Ec_00096	CDS	1014	usg		COG0136	USG-1 protein
Zymos_Ec_00097	CDS	813	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
Zymos_Ec_00098	CDS	660	dedA		COG0586	Protein DedA
Zymos_Ec_00099	CDS	915	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
Zymos_Ec_00100	CDS	1269	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
Zymos_Ec_00101	CDS	663	dedD			Cell division protein DedD
Zymos_Ec_00102	CDS	489	cvpA		COG1286	Colicin V production protein
Zymos_Ec_00103	CDS	1518	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
Zymos_Ec_00104	CDS	570	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
Zymos_Ec_00105	CDS	783	argT		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
Zymos_Ec_00106	CDS	783	hisJ		COG0834	Histidine-binding periplasmic protein
Zymos_Ec_00107	CDS	687	hisQ		COG4215	Histidine transport system permease protein HisQ
Zymos_Ec_00108	CDS	717	hisM		COG4160	Histidine transport system permease protein HisM
Zymos_Ec_00109	CDS	774	hisP		COG4598	Histidine transport ATP-binding protein HisP
Zymos_Ec_00110	CDS	891				ISNCY family transposase ISSen7
Zymos_Ec_00111	CDS	894				Epimerase family protein
Zymos_Ec_00112	CDS	363	folX	5.1.99.7	COG1539	Dihydroneopterin triphosphate 2'-epimerase
Zymos_Ec_00113	CDS	648	yfcG	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
Zymos_Ec_00114	CDS	645	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
Zymos_Ec_00115	CDS	552	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
Zymos_Ec_00116	CDS	543	yfcD	3.6.-.-		putative Nudix hydrolase YfcD
Zymos_Ec_00117	CDS	1479				hypothetical protein
Zymos_Ec_00118	CDS	2145	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
Zymos_Ec_00119	CDS	1203	ackA	2.7.2.1	COG0282	Acetate kinase
Zymos_Ec_00120	CDS	456				hypothetical protein
Zymos_Ec_00121	CDS	495				hypothetical protein
Zymos_Ec_00122	CDS	651	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
Zymos_Ec_00123	CDS	1833				hypothetical protein
Zymos_Ec_00124	CDS	600	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
Zymos_Ec_00125	CDS	1218	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
Zymos_Ec_00126	CDS	939	hdfR_1			HTH-type transcriptional regulator HdfR
Zymos_Ec_00127	CDS	165				hypothetical protein
Zymos_Ec_00128	CDS	444	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
Zymos_Ec_00129	CDS	663	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
Zymos_Ec_00130	CDS	1803	nuoC	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit C/D
Zymos_Ec_00131	CDS	501	nuoE	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit E
Zymos_Ec_00132	CDS	1338	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
Zymos_Ec_00133	CDS	2727	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
Zymos_Ec_00134	CDS	978	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
Zymos_Ec_00135	CDS	543	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
Zymos_Ec_00136	CDS	555	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
Zymos_Ec_00137	CDS	303	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
Zymos_Ec_00138	CDS	1842	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
Zymos_Ec_00139	CDS	1530	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
Zymos_Ec_00140	CDS	1458	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
Zymos_Ec_00141	CDS	462				hypothetical protein
Zymos_Ec_00142	CDS	402				hypothetical protein
Zymos_Ec_00143	CDS	423				hypothetical protein
Zymos_Ec_00144	CDS	717				hypothetical protein
Zymos_Ec_00145	CDS	504	yfbM			Protein YfbM
Zymos_Ec_00146	CDS	972				hypothetical protein
Zymos_Ec_00147	CDS	1728				hypothetical protein
Zymos_Ec_00148	CDS	1209	elaD	3.4.22.-		Protease ElaD
Zymos_Ec_00149	CDS	918	rbn	3.1.-.-	COG1234	Ribonuclease BN
Zymos_Ec_00150	CDS	462	elaA		COG2153	Protein ElaA
Zymos_Ec_00151	CDS	306	elaB		COG4575	Protein ElaB
Zymos_Ec_00152	CDS	1296	menF	5.4.4.2	COG1169	Isochorismate synthase MenF
Zymos_Ec_00153	CDS	1671	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
Zymos_Ec_00154	CDS	759	menH	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
Zymos_Ec_00155	CDS	858	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
Zymos_Ec_00156	CDS	963	menC	4.2.1.113	COG1441	o-succinylbenzoate synthase
Zymos_Ec_00157	CDS	1356	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
Zymos_Ec_00158	CDS	267	pmrD			Signal transduction protein PmrD
Zymos_Ec_00159	CDS	387	arnF		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
Zymos_Ec_00160	CDS	336	arnE		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
Zymos_Ec_00161	CDS	1653	arnT	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
Zymos_Ec_00162	CDS	891	arnD	3.5.1.-	COG0726	putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
Zymos_Ec_00163	CDS	1983	arnA		COG0223	Bifunctional polymyxin resistance protein ArnA
Zymos_Ec_00164	CDS	969	arnC_1	2.4.2.53	COG0463	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
Zymos_Ec_00165	CDS	1158	arnB	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
Zymos_Ec_00166	CDS	603	ais	3.1.3.-		Lipopolysaccharide core heptose(II)-phosphate phosphatase
Zymos_Ec_00167	CDS	426	nudI	3.6.1.9	COG0494	Nucleoside triphosphatase NudI
Zymos_Ec_00168	CDS	510				hypothetical protein
Zymos_Ec_00169	CDS	1203	pncC_1	3.5.1.42	COG1058	Nicotinamide-nucleotide amidohydrolase PncC
Zymos_Ec_00170	CDS	783	rhmR		COG1414	putative HTH-type transcriptional regulator RhmR
Zymos_Ec_00171	CDS	1206	rhmD	4.2.1.90	COG4948	L-rhamnonate dehydratase
Zymos_Ec_00172	CDS	1290	rhmT			Inner membrane transport protein RhmT
Zymos_Ec_00173	CDS	804	rhmA	4.1.2.53	COG3836	2-keto-3-deoxy-L-rhamnonate aldolase
Zymos_Ec_00174	CDS	186				hypothetical protein
Zymos_Ec_00175	CDS	699				ISNCY family transposase ISRor2
Zymos_Ec_00176	CDS	198	rpnD	3.1.21.-		Recombination-promoting nuclease RpnD
Zymos_Ec_00177	CDS	1191	glpC		COG0247	Anaerobic glycerol-3-phosphate dehydrogenase subunit C
Zymos_Ec_00178	CDS	1260	glpB	1.1.5.3	COG3075	Anaerobic glycerol-3-phosphate dehydrogenase subunit B
Zymos_Ec_00179	CDS	1629	glpA	1.1.5.3	COG0578	Anaerobic glycerol-3-phosphate dehydrogenase subunit A
Zymos_Ec_00180	CDS	1359	glpT		COG2271	Glycerol-3-phosphate transporter
Zymos_Ec_00181	CDS	1077	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
Zymos_Ec_00182	CDS	207				hypothetical protein
Zymos_Ec_00183	CDS	651	inaA			Protein InaA
Zymos_Ec_00184	CDS	255				hypothetical protein
Zymos_Ec_00185	CDS	1131	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 1 subunit beta
Zymos_Ec_00186	CDS	2286	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
Zymos_Ec_00187	CDS	3705	yfaL		COG3468	putative autotransporter YfaL
Zymos_Ec_00188	CDS	729	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
Zymos_Ec_00189	CDS	2628	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
Zymos_Ec_00190	CDS	1689				hypothetical protein
Zymos_Ec_00191	CDS	624				hypothetical protein
Zymos_Ec_00192	CDS	4395				hypothetical protein
Zymos_Ec_00193	CDS	1650				hypothetical protein
Zymos_Ec_00194	CDS	777				hypothetical protein
Zymos_Ec_00195	CDS	1185	atoB	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
Zymos_Ec_00196	CDS	1323	atoE		COG2031	Putative short-chain fatty acid transporter
Zymos_Ec_00197	CDS	651	atoA	2.8.3.8	COG2057	Acetate CoA-transferase subunit beta
Zymos_Ec_00198	CDS	663	atoD	2.8.3.8	COG1788	Acetate CoA-transferase subunit alpha
Zymos_Ec_00199	CDS	1386	atoC		COG2204	Regulatory protein AtoC
Zymos_Ec_00200	CDS	1827	atoS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase AtoS
Zymos_Ec_00201	CDS	2850	rcsC	2.7.13.3		Sensor histidine kinase RcsC
Zymos_Ec_00202	CDS	651	rcsB		COG2197	Transcriptional regulatory protein RcsB
Zymos_Ec_00203	CDS	2673	rcsD	2.7.2.-	COG2198	Phosphotransferase RcsD
Zymos_Ec_00204	CDS	1104	ompC		COG3203	Outer membrane porin C
Zymos_Ec_00205	CDS	1056	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
Zymos_Ec_00206	CDS	1065	ada		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
Zymos_Ec_00207	CDS	651	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
Zymos_Ec_00208	CDS	1644	yojI		COG4615	ABC transporter ATP-binding/permease protein YojI
Zymos_Ec_00209	CDS	1647	mqo	1.1.5.4	COG0579	Malate:quinone oxidoreductase
Zymos_Ec_00210	CDS	489	eco		COG4574	Ecotin
Zymos_Ec_00211	CDS	165				hypothetical protein
Zymos_Ec_00212	CDS	495	napF		COG1145	Ferredoxin-type protein NapF
Zymos_Ec_00213	CDS	264	napD		COG3062	Chaperone NapD
Zymos_Ec_00214	CDS	2487	napA	1.9.6.1	COG0243	Periplasmic nitrate reductase
Zymos_Ec_00215	CDS	696	napG		COG1145	Ferredoxin-type protein NapG
Zymos_Ec_00216	CDS	864	napH		COG0348	Ferredoxin-type protein NapH
Zymos_Ec_00217	CDS	450	napB		COG3043	Periplasmic nitrate reductase, electron transfer subunit
Zymos_Ec_00218	CDS	603	napC		COG3005	Cytochrome c-type protein NapC
Zymos_Ec_00219	CDS	618	ccmA	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
Zymos_Ec_00220	CDS	663	ccmB		COG2386	Heme exporter protein B
Zymos_Ec_00221	CDS	738	ccmC		COG0755	Heme exporter protein C
Zymos_Ec_00222	CDS	210	ccmD		COG3114	Heme exporter protein D
Zymos_Ec_00223	CDS	480	ccmE		COG2332	Cytochrome c-type biogenesis protein CcmE
Zymos_Ec_00224	CDS	1944	ccmF_1		COG1138	Cytochrome c-type biogenesis protein CcmF
Zymos_Ec_00225	CDS	558	dsbE		COG0526	Thiol:disulfide interchange protein DsbE
Zymos_Ec_00226	CDS	1053	ccmH_1		COG3088	Cytochrome c-type biogenesis protein CcmH
Zymos_Ec_00227	CDS	648	narL_1		COG2197	Nitrate/nitrite response regulator protein NarL
Zymos_Ec_00228	CDS	2592				putative autotransporter
Zymos_Ec_00229	tRNA	77				tRNA-Pro(ggg)
Zymos_Ec_00230	CDS	1761	yejM		COG3083	Inner membrane protein YejM
Zymos_Ec_00231	CDS	228				hypothetical protein
Zymos_Ec_00232	CDS	1008	yejK		COG3081	Nucleoid-associated protein YejK
Zymos_Ec_00233	CDS	285	rplY		COG1825	50S ribosomal protein L25
Zymos_Ec_00234	CDS	1761	radD	3.6.4.12	COG1061	Putative DNA repair helicase RadD
Zymos_Ec_00235	CDS	696	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
Zymos_Ec_00236	CDS	1191	bcr			Bicyclomycin resistance protein
Zymos_Ec_00237	CDS	345	yejG			putative protein YejG
Zymos_Ec_00238	CDS	1590	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
Zymos_Ec_00239	CDS	1026	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
Zymos_Ec_00240	CDS	1095	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
Zymos_Ec_00241	CDS	1815				hypothetical protein
Zymos_Ec_00242	CDS	1557	pdeN	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
Zymos_Ec_00243	CDS	567	mepS_1	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
Zymos_Ec_00244	CDS	714	lpxT	2.7.4.29	COG0671	Lipid A 1-diphosphate synthase
Zymos_Ec_00245	CDS	987	yeiR	3.6.-.-	COG0523	Zinc-binding GTPase YeiR
Zymos_Ec_00246	CDS	1467	mtlK	1.1.1.67	COG0246	Mannitol 2-dehydrogenase
Zymos_Ec_00247	CDS	573	yeiP		COG0231	Elongation factor P-like protein
Zymos_Ec_00248	CDS	255				hypothetical protein
Zymos_Ec_00249	CDS	1182	setB			Sugar efflux transporter B
Zymos_Ec_00250	CDS	1131	fruB		COG1925	Multiphosphoryl transfer protein
Zymos_Ec_00251	CDS	939	lacC	2.7.1.144		Tagatose-6-phosphate kinase
Zymos_Ec_00252	CDS	1692	fruA_1		COG1299	PTS system fructose-specific EIIB'BC component
Zymos_Ec_00253	CDS	942	psuK_1	2.7.1.83	COG0524	Pseudouridine kinase
Zymos_Ec_00254	CDS	939	psuG	4.2.1.70	COG2313	Pseudouridine-5'-phosphate glycosidase
Zymos_Ec_00255	CDS	1251	psuT		COG1972	Putative pseudouridine transporter
Zymos_Ec_00256	CDS	699	yeiL		COG0664	Regulatory protein YeiL
Zymos_Ec_00257	CDS	942	rihB	3.2.2.8	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihB
Zymos_Ec_00258	CDS	1251	nupX		COG1972	Putative nucleoside permease NupX
Zymos_Ec_00259	CDS	1089	psuK_2	2.7.1.83	COG0524	Pseudouridine kinase
Zymos_Ec_00260	CDS	858	nfo	3.1.21.2	COG0648	Endonuclease 4
Zymos_Ec_00261	CDS	1050				hypothetical protein
Zymos_Ec_00262	CDS	882	cysL		COG0583	HTH-type transcriptional regulator CysL
Zymos_Ec_00263	CDS	1470	lysP		COG0833	Lysine-specific permease
Zymos_Ec_00264	CDS	1992	cirA_1		COG4771	Colicin I receptor
Zymos_Ec_00265	CDS	837	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
Zymos_Ec_00266	CDS	669	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
Zymos_Ec_00267	CDS	1158				hypothetical protein
Zymos_Ec_00268	CDS	1041	galS		COG1609	HTH-type transcriptional regulator GalS
Zymos_Ec_00269	CDS	999	mglB		COG1879	D-galactose-binding periplasmic protein
Zymos_Ec_00270	CDS	1521	mglA_1	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
Zymos_Ec_00271	CDS	1011	mglC		COG4211	Galactoside transport system permease protein MglC
Zymos_Ec_00272	CDS	1236	preA	1.3.1.1	COG0167	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
Zymos_Ec_00273	CDS	1239	preT	1.3.1.1	COG0493	NAD-dependent dihydropyrimidine dehydrogenase subunit PreT
Zymos_Ec_00274	CDS	240				hypothetical protein
Zymos_Ec_00275	CDS	720				hypothetical protein
Zymos_Ec_00276	CDS	885	cdd	3.5.4.5	COG0295	Cytidine deaminase
Zymos_Ec_00277	CDS	696	yohK		COG1346	Inner membrane protein YohK
Zymos_Ec_00278	CDS	399				hypothetical protein
Zymos_Ec_00279	CDS	948	dusC	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
Zymos_Ec_00280	CDS	1437	ttgI			Toluene efflux pump outer membrane protein TtgI
Zymos_Ec_00281	CDS	762	yohF	1.-.-.-	COG1028	putative oxidoreductase YohF
Zymos_Ec_00282	CDS	579	yohD		COG0586	Inner membrane protein YohD
Zymos_Ec_00283	CDS	588	yohC			Inner membrane protein YohC
Zymos_Ec_00284	CDS	933	pbpG	3.4.21.-	COG1686	D-alanyl-D-alanine endopeptidase
Zymos_Ec_00285	CDS	1716	dld	1.1.5.12	COG0277	Quinone-dependent D-lactate dehydrogenase
Zymos_Ec_00286	CDS	2268		3.2.1.-		Beta-xylosidase
Zymos_Ec_00287	CDS	918	yehZ		COG1732	Glycine betaine-binding protein YehZ
Zymos_Ec_00288	CDS	1158	yehY		COG1174	Glycine betaine uptake system permease protein YehY
Zymos_Ec_00289	CDS	927	yehX	3.6.3.-	COG1125	Glycine betaine uptake system ATP-binding protein YehX
Zymos_Ec_00290	CDS	732	yehW		COG1174	Glycine betaine uptake system permease protein YehW
Zymos_Ec_00291	CDS	108				hypothetical protein
Zymos_Ec_00292	CDS	720	mlrA		COG0789	HTH-type transcriptional regulator MlrA
Zymos_Ec_00293	CDS	1686	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
Zymos_Ec_00294	CDS	720	btsR		COG3279	Transcriptional regulatory protein BtsR
Zymos_Ec_00295	CDS	471				hypothetical protein
Zymos_Ec_00296	CDS	462	yehR		COG4808	putative lipoprotein YehR
Zymos_Ec_00297	CDS	2001				hypothetical protein
Zymos_Ec_00298	CDS	1137				hypothetical protein
Zymos_Ec_00299	CDS	2280				hypothetical protein
Zymos_Ec_00300	CDS	1089	yehL		COG0714	putative protein YehL
Zymos_Ec_00301	CDS	318				hypothetical protein
Zymos_Ec_00302	CDS	3633				hypothetical protein
Zymos_Ec_00303	CDS	3795				hypothetical protein
Zymos_Ec_00304	CDS	2034	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
Zymos_Ec_00305	CDS	1110	apbC		COG0489	Iron-sulfur cluster carrier protein
Zymos_Ec_00306	CDS	282				hypothetical protein
Zymos_Ec_00307	CDS	543	yehD			putative fimbrial-like protein YehD
Zymos_Ec_00308	CDS	675	yehC		COG3121	putative fimbrial chaperone YehC
Zymos_Ec_00309	CDS	2481	yehB		COG3188	Outer membrane usher protein YehB
Zymos_Ec_00310	CDS	1035	yehA			putative fimbrial-like protein YehA
Zymos_Ec_00311	CDS	339	rcnB		COG5455	Nickel/cobalt homeostasis protein RcnB
Zymos_Ec_00312	CDS	825	rcnA		COG2215	Nickel/cobalt efflux system RcnA
Zymos_Ec_00313	CDS	273	rcnR		COG1937	Transcriptional repressor RcnR
Zymos_Ec_00314	CDS	789	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
