locus_tag	ftype	length_bp	gene	EC_number	COG	product
Zymos_Se_00034	CDS	1494	sctC_1			Type 3 secretion system secretin
Zymos_Se_00035	CDS	1212				hypothetical protein
Zymos_Se_00036	CDS	243				hypothetical protein
Zymos_Se_00037	CDS	330	sseA_1			Type III secretion system chaperone SseA
Zymos_Se_00038	CDS	591	sseB			Secreted effector protein SseB
Zymos_Se_00039	CDS	474				hypothetical protein
Zymos_Se_00040	CDS	1455	sseC		COG5613	Secreted effector protein SseC
Zymos_Se_00041	CDS	588	sseD			Secreted effector protein SseD
Zymos_Se_00042	CDS	417				hypothetical protein
Zymos_Se_00043	CDS	429				hypothetical protein
Zymos_Se_00044	CDS	783				hypothetical protein
Zymos_Se_00045	CDS	690				hypothetical protein
Zymos_Se_00046	CDS	216				hypothetical protein
Zymos_Se_00047	CDS	291				hypothetical protein
Zymos_Se_00048	CDS	264				hypothetical protein
Zymos_Se_00049	CDS	648	yscJ			Yop proteins translocation lipoprotein J
Zymos_Se_00050	CDS	252				hypothetical protein
Zymos_Se_00051	CDS	675				hypothetical protein
Zymos_Se_00052	CDS	993				hypothetical protein
Zymos_Se_00053	CDS	369				hypothetical protein
Zymos_Se_00054	CDS	2046	ssaV		COG4789	Secretion system apparatus protein SsaV
Zymos_Se_00055	CDS	1302	ssaN	7.1.2.2	COG1157	putative secretion system apparatus ATP synthase SsaN
Zymos_Se_00056	CDS	432				hypothetical protein
Zymos_Se_00057	CDS	375				hypothetical protein
Zymos_Se_00058	CDS	969				hypothetical protein
Zymos_Se_00059	CDS	648	spaP_1		COG4790	Surface presentation of antigens protein SpaP
Zymos_Se_00060	CDS	267	spaQ_1		COG4794	Surface presentation of antigens protein SpaQ
Zymos_Se_00061	CDS	780	spaR_1		COG4791	Surface presentation of antigens protein SpaR
Zymos_Se_00062	CDS	1059	yscU			Yop proteins translocation protein U
Zymos_Se_00063	tRNA	77				tRNA-Val(gac)
Zymos_Se_00064	tRNA	77				tRNA-Val(gac)
Zymos_Se_00065	CDS	1374	mdtK		COG0534	Multidrug resistance protein MdtK
Zymos_Se_00066	CDS	642	ribC	2.5.1.9	COG0307	Riboflavin synthase
Zymos_Se_00067	CDS	1149	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
Zymos_Se_00068	CDS	1206	ydhC			Inner membrane transport protein YdhC
Zymos_Se_00069	CDS	933	yahB			putative HTH-type transcriptional regulator YahB
Zymos_Se_00070	CDS	1026	purR		COG1609	HTH-type transcriptional repressor PurR
Zymos_Se_00071	CDS	90	ynhF			putative protein YnhF
Zymos_Se_00072	CDS	582	sodB	1.15.1.1	COG0605	Superoxide dismutase [Fe]
Zymos_Se_00073	CDS	822	mepH	3.4.-.-	COG0791	Murein DD-endopeptidase MepH
Zymos_Se_00074	CDS	348	grxD		COG0278	Glutaredoxin 4
Zymos_Se_00075	CDS	648	rnt	3.1.13.-	COG0847	Ribonuclease T
Zymos_Se_00076	CDS	408	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
Zymos_Se_00077	CDS	1098	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
Zymos_Se_00078	CDS	600	nemR			HTH-type transcriptional repressor NemR
Zymos_Se_00079	CDS	240				hypothetical protein
Zymos_Se_00080	CDS	897	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
Zymos_Se_00081	CDS	522	sodC	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn]
Zymos_Se_00082	CDS	1698	aaeB_1			p-hydroxybenzoic acid efflux pump subunit AaeB
Zymos_Se_00083	CDS	861	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
Zymos_Se_00084	CDS	237				hypothetical protein
Zymos_Se_00085	CDS	435	slyA		COG1846	Transcriptional regulator SlyA
Zymos_Se_00086	CDS	468	slyB		COG3133	Outer membrane lipoprotein SlyB
Zymos_Se_00087	CDS	1122	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
Zymos_Se_00088	CDS	330	mliC		COG3895	Membrane-bound lysozyme inhibitor of C-type lysozyme
Zymos_Se_00089	CDS	657	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
Zymos_Se_00090	CDS	1275	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
Zymos_Se_00091	CDS	861	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
Zymos_Se_00092	CDS	606	gstA	2.5.1.18	COG0625	Glutathione S-transferase GstA
Zymos_Se_00093	CDS	1506	dtpA		COG3104	Dipeptide and tripeptide permease A
Zymos_Se_00094	CDS	636	nth	4.2.99.18	COG0177	Endonuclease III
Zymos_Se_00095	CDS	693	rsxE	7.-.-.-	COG4660	Ion-translocating oxidoreductase complex subunit E
Zymos_Se_00096	CDS	621	rsxG	7.-.-.-	COG4659	Ion-translocating oxidoreductase complex subunit G
Zymos_Se_00097	CDS	1059	rsxD	7.-.-.-	COG4658	Ion-translocating oxidoreductase complex subunit D
Zymos_Se_00098	CDS	2208	rsxC_1	7.-.-.-	COG4656	Ion-translocating oxidoreductase complex subunit C
Zymos_Se_00099	CDS	579	rsxB_1	7.-.-.-	COG2878	Ion-translocating oxidoreductase complex subunit B
Zymos_Se_00100	CDS	582	rsxA	7.-.-.-	COG4657	Ion-translocating oxidoreductase complex subunit A
Zymos_Se_00101	CDS	441	ydgK			Inner membrane protein YdgK
Zymos_Se_00102	CDS	216	ydgT			Transcription modulator YdgT
Zymos_Se_00103	CDS	1041	ydgJ	1.-.-.-	COG0673	putative oxidoreductase YdgJ
Zymos_Se_00104	CDS	1002	add	3.5.4.4	COG1816	Adenosine deaminase
Zymos_Se_00105	CDS	396	malY		COG1168	Protein MalY
Zymos_Se_00106	CDS	591	malI		COG1609	Maltose regulon regulatory protein MalI
Zymos_Se_00107	CDS	1509	ydgA		COG5339	Protein YdgA
Zymos_Se_00108	CDS	1176	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
Zymos_Se_00109	CDS	1647	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
Zymos_Se_00110	CDS	1404	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
Zymos_Se_00111	CDS	930	tus			DNA replication terminus site-binding protein
Zymos_Se_00112	CDS	1302	rstB	2.7.13.3		Sensor protein RstB
Zymos_Se_00113	CDS	1701	nfdA	3.5.1.91		N-substituted formamide deformylase
Zymos_Se_00114	CDS	1134	ompN_1		COG3203	Outer membrane porin N
Zymos_Se_00115	CDS	732	rstA		COG0745	Transcriptional regulatory protein RstA
Zymos_Se_00116	CDS	336	ydgC		COG3136	Inner membrane protein YdgC
Zymos_Se_00117	CDS	1383	ydgI		COG0531	Putative arginine/ornithine antiporter
Zymos_Se_00118	CDS	945	ydgH			Protein YdgH
Zymos_Se_00119	CDS	1530	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
Zymos_Se_00120	CDS	1389	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
Zymos_Se_00121	CDS	594	tqsA_1		COG0628	AI-2 transport protein TqsA
Zymos_Se_00122	CDS	468	tqsA_2		COG0628	AI-2 transport protein TqsA
Zymos_Se_00123	CDS	363	mdtJ		COG2076	Spermidine export protein MdtJ
Zymos_Se_00124	CDS	282	mdtI		COG2076	Spermidine export protein MdtI
Zymos_Se_00125	CDS	822				hypothetical protein
Zymos_Se_00126	CDS	249	asr			Acid shock protein
Zymos_Se_00127	CDS	1254	ynfM_1			Inner membrane transport protein YnfM
Zymos_Se_00128	CDS	900	benM_1			HTH-type transcriptional regulator BenM
Zymos_Se_00129	CDS	1221	mlc		COG1940	Protein mlc
Zymos_Se_00130	CDS	696	bioD1_1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
Zymos_Se_00131	CDS	471	clcB_1		COG0038	Voltage-gated ClC-type chloride channel ClcB
Zymos_Se_00132	CDS	774	clcB_2		COG0038	Voltage-gated ClC-type chloride channel ClcB
Zymos_Se_00133	CDS	1149	osmV	3.6.3.-	COG1125	Osmoprotectant import ATP-binding protein OsmV
Zymos_Se_00134	CDS	648	osmW		COG1174	Osmoprotectant import permease protein OsmW
Zymos_Se_00135	CDS	903	osmX		COG1732	Osmoprotectant-binding protein OsmX
Zymos_Se_00136	CDS	711	osmY_1		COG1174	Osmoprotectant import permease protein OsmY
Zymos_Se_00137	CDS	615	dmsD_1		COG3381	Tat proofreading chaperone DmsD
Zymos_Se_00138	CDS	858	dmsC_1		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
Zymos_Se_00139	CDS	618	dmsB_1		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
Zymos_Se_00140	CDS	2409	ynfF_1	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
Zymos_Se_00141	CDS	2439	ynfE	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
Zymos_Se_00142	CDS	306	ynfD			putative protein YnfD
Zymos_Se_00143	CDS	678				hypothetical protein
Zymos_Se_00144	CDS	561	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
Zymos_Se_00145	CDS	342				hypothetical protein
Zymos_Se_00146	CDS	336				hypothetical protein
Zymos_Se_00147	CDS	1215	rspA_1	4.2.1.-		D-galactonate dehydratase family member RspA
Zymos_Se_00148	CDS	1020	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
Zymos_Se_00149	CDS	1512	ydfJ			Putative transporter YdfJ
Zymos_Se_00150	CDS	1467	por_1	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
Zymos_Se_00151	CDS	204	ydfZ			Putative selenoprotein YdfZ
Zymos_Se_00152	CDS	687	rspR		COG1802	HTH-type transcriptional repressor RspR
Zymos_Se_00153	CDS	747	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
Zymos_Se_00154	CDS	2043	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
Zymos_Se_00155	CDS	183				hypothetical protein
Zymos_Se_00156	CDS	528	pncC_1	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
Zymos_Se_00157	CDS	393	ygiW_1		COG3111	Protein YgiW
Zymos_Se_00158	CDS	96	mgtS			Small protein MgtS
Zymos_Se_00159	CDS	1197	mdrP			Na(+), Li(+), K(+)/H(+) antiporter
Zymos_Se_00160	CDS	903	eamA		COG0697	putative amino-acid metabolite efflux pump
Zymos_Se_00161	CDS	210				hypothetical protein
Zymos_Se_00162	CDS	384	marA_1			Multiple antibiotic resistance protein MarA
Zymos_Se_00163	CDS	435	marR		COG1846	Multiple antibiotic resistance protein MarR
Zymos_Se_00164	CDS	666				hypothetical protein
Zymos_Se_00165	CDS	1191	sotB		COG2814	Sugar efflux transporter
Zymos_Se_00166	CDS	873	gltR		COG0583	HTH-type transcriptional regulator GltR
Zymos_Se_00167	CDS	1389	sad	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
Zymos_Se_00168	CDS	927	glsA2	3.5.1.2	COG2066	Glutaminase 2
Zymos_Se_00169	CDS	360				hypothetical protein
Zymos_Se_00170	CDS	948				hypothetical protein
Zymos_Se_00171	CDS	528				hypothetical protein
Zymos_Se_00172	CDS	1119	ompC_1			Outer membrane porin C
Zymos_Se_00173	CDS	342	hybF_1		COG0375	Hydrogenase maturation factor HybF
Zymos_Se_00174	CDS	888				hypothetical protein
Zymos_Se_00175	CDS	1062	norV_1			Anaerobic nitric oxide reductase flavorubredoxin
Zymos_Se_00176	CDS	411				hypothetical protein
Zymos_Se_00177	CDS	300				hypothetical protein
Zymos_Se_00178	CDS	609	hyaD_1	3.4.23.-	COG0680	Hydrogenase 1 maturation protease
Zymos_Se_00179	CDS	675	hyaC_1		COG1969	putative Ni/Fe-hydrogenase 1 B-type cytochrome subunit
Zymos_Se_00180	CDS	1803	hyaB_1	1.12.99.6	COG0374	Hydrogenase-1 large chain
Zymos_Se_00181	CDS	1104	hoxK	1.12.99.6		Uptake hydrogenase small subunit
Zymos_Se_00182	CDS	153				hypothetical protein
Zymos_Se_00183	CDS	708	cbh	3.5.1.24		Choloylglycine hydrolase
Zymos_Se_00184	CDS	381				hypothetical protein
Zymos_Se_00185	CDS	756	yjmD	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YjmD
Zymos_Se_00186	CDS	450	exuT_1			Hexuronate transporter
Zymos_Se_00187	CDS	468				hypothetical protein
Zymos_Se_00188	CDS	834				hypothetical protein
Zymos_Se_00189	CDS	144				hypothetical protein
Zymos_Se_00190	CDS	828	galS_1		COG1609	HTH-type transcriptional regulator GalS
Zymos_Se_00191	CDS	1452	mleN		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
Zymos_Se_00192	CDS	1203	patB	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
Zymos_Se_00193	CDS	2076	glgX_1	3.2.1.-	COG1523	Glycogen operon protein GlgX 
Zymos_Se_00194	CDS	2313	treY	5.4.99.15		Maltooligosyl trehalose synthase
Zymos_Se_00195	CDS	249				hypothetical protein
Zymos_Se_00196	CDS	1785	treZ	3.2.1.141	COG0296	Malto-oligosyltrehalose trehalohydrolase
Zymos_Se_00197	CDS	786				hypothetical protein
Zymos_Se_00198	CDS	330	hdeB			Acid stress chaperone HdeB
Zymos_Se_00199	CDS	432	osmC	1.11.1.15	COG1764	Peroxiredoxin OsmC
Zymos_Se_00200	CDS	216	bdm			Protein bdm
Zymos_Se_00201	CDS	144	sra			Stationary-phase-induced ribosome-associated protein
Zymos_Se_00202	CDS	1698	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
Zymos_Se_00203	CDS	1011	adhP	1.1.1.1	COG1064	Alcohol dehydrogenase, propanol-preferring
Zymos_Se_00204	CDS	657	fdnI		COG2864	Formate dehydrogenase, nitrate-inducible, cytochrome b556(Fdn) subunit
Zymos_Se_00205	CDS	885	fdnH_1		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
Zymos_Se_00206	CDS	2412	fdnG_1	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
Zymos_Se_00207	CDS	588	fdnG_2	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
Zymos_Se_00208	CDS	882	yddG			Methyl viologen resistance protein YddG
Zymos_Se_00209	CDS	1089	ompD		COG3203	Outer membrane porin protein OmpD
Zymos_Se_00210	CDS	441				hypothetical protein
Zymos_Se_00211	CDS	1488	smvA			Methyl viologen resistance protein SmvA
Zymos_Se_00212	CDS	579				hypothetical protein
Zymos_Se_00213	CDS	1389	narU		COG2223	Nitrate/nitrite transporter NarU
Zymos_Se_00214	CDS	3741	narZ	1.7.5.1	COG5013	Respiratory nitrate reductase 2 alpha chain
Zymos_Se_00215	CDS	1545	narY	1.7.5.1	COG1140	Respiratory nitrate reductase 2 beta chain
Zymos_Se_00216	CDS	696	narW		COG2180	putative nitrate reductase molybdenum cofactor assembly chaperone NarW
Zymos_Se_00217	CDS	681	narV	1.7.5.1	COG2181	Respiratory nitrate reductase 2 gamma chain
Zymos_Se_00218	CDS	894	yddE	5.1.-.-	COG0384	putative isomerase YddE
Zymos_Se_00219	CDS	846	nhoA	2.3.1.118	COG2162	Arylamine N-acetyltransferase / N-hydroxyarylamine O-acetyltransferase
Zymos_Se_00220	CDS	633				hypothetical protein
Zymos_Se_00221	CDS	1494	ansP2		COG1113	L-asparagine permease 2
Zymos_Se_00222	CDS	222	ygdR_1			putative lipoprotein YgdR
Zymos_Se_00223	CDS	1062	yncE		COG3391	putative protein YncE
Zymos_Se_00224	CDS	2166	fecA		COG4772	Fe(3+) dicitrate transport protein FecA
Zymos_Se_00225	CDS	471	mcbR		COG1802	HTH-type transcriptional regulator McbR
Zymos_Se_00226	CDS	1038	curA	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
Zymos_Se_00227	CDS	516	yncA	2.3.1.-	COG1247	L-methionine sulfoximine/L-methionine sulfone acetyltransferase
Zymos_Se_00228	CDS	450	ydcZ		COG3238	Inner membrane protein YdcZ
Zymos_Se_00229	CDS	234	ydcY			putative protein YdcY
Zymos_Se_00230	CDS	1326				hypothetical protein
Zymos_Se_00231	CDS	2982				hypothetical protein
Zymos_Se_00232	CDS	2145				hypothetical protein
Zymos_Se_00233	CDS	174	ortT			Orphan toxin OrtT
Zymos_Se_00234	CDS	1425	prr	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
Zymos_Se_00235	CDS	1425	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
Zymos_Se_00236	CDS	771	vanX	3.4.13.22	COG2173	D-alanyl-D-alanine dipeptidase
Zymos_Se_00237	CDS	399				hypothetical protein
Zymos_Se_00238	CDS	174				hypothetical protein
Zymos_Se_00239	CDS	621				hypothetical protein
Zymos_Se_00240	CDS	231				hypothetical protein
Zymos_Se_00241	CDS	1965	rlhA_1		COG0826	23S rRNA 5-hydroxycytidine synthase
Zymos_Se_00242	CDS	537	sutR_1		COG1396	HTH-type transcriptional regulator SutR
Zymos_Se_00243	CDS	1179	ydcO		COG3135	Inner membrane protein YdcO
Zymos_Se_00244	CDS	669				hypothetical protein
Zymos_Se_00245	CDS	597	tehB	2.1.1.265	COG0500	Tellurite methyltransferase
Zymos_Se_00246	CDS	1014	tehA		COG1275	Tellurite resistance protein TehA
Zymos_Se_00247	CDS	852				hypothetical protein
Zymos_Se_00248	CDS	540	rimL	2.3.1.-	COG1670	Ribosomal-protein-serine acetyltransferase
Zymos_Se_00249	CDS	1119	ysdC	3.4.11.-	COG1363	Putative aminopeptidase YsdC
Zymos_Se_00250	CDS	282	gatB_1	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
Zymos_Se_00251	CDS	1314	gatC_1		COG3775	PTS system galactitol-specific EIIC component
Zymos_Se_00252	CDS	807				hypothetical protein
Zymos_Se_00253	CDS	438	ulaC_1		COG1762	Ascorbate-specific PTS system EIIA component
Zymos_Se_00254	CDS	633	rpe_1	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
Zymos_Se_00255	CDS	792	srlR_1		COG1349	Glucitol operon repressor
Zymos_Se_00256	CDS	438		2.3.1.82		Aminoglycoside N(6')-acetyltransferase type 1
Zymos_Se_00257	CDS	1206		1.13.12.4	COG1304	Lactate 2-monooxygenase
Zymos_Se_00258	CDS	567	yceI_1		COG2353	Protein YceI
Zymos_Se_00259	CDS	1620	mdoD		COG3131	Glucans biosynthesis protein D
Zymos_Se_00260	CDS	438				hypothetical protein
Zymos_Se_00261	CDS	1059	pnbA	3.1.1.-	COG2272	Para-nitrobenzyl esterase
Zymos_Se_00262	CDS	1344			COG5383	putative protein
Zymos_Se_00263	CDS	924	gbpR_1			HTH-type transcriptional regulator GbpR
Zymos_Se_00264	CDS	1626	trg_1		COG0840	Methyl-accepting chemotaxis protein III
Zymos_Se_00265	CDS	1119	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
Zymos_Se_00266	CDS	276	frmR		COG1937	Transcriptional repressor FrmR
Zymos_Se_00267	CDS	126				hypothetical protein
Zymos_Se_00268	CDS	411				hypothetical protein
Zymos_Se_00269	CDS	1227	sseJ	3.-.-.-	COG3240	Secreted effector protein SseJ
Zymos_Se_00270	CDS	345				hypothetical protein
Zymos_Se_00271	CDS	762	fliY_1		COG0834	L-cystine-binding protein FliY
Zymos_Se_00272	CDS	633	yecS_1		COG0765	L-cystine transport system permease protein YecS
Zymos_Se_00273	CDS	732	glnQ_1			Glutamine transport ATP-binding protein GlnQ
Zymos_Se_00274	CDS	681	yecS_2		COG0765	L-cystine transport system permease protein YecS
Zymos_Se_00275	CDS	501				hypothetical protein
Zymos_Se_00276	CDS	1020				hypothetical protein
Zymos_Se_00277	CDS	96				hypothetical protein
Zymos_Se_00278	CDS	663				hypothetical protein
Zymos_Se_00279	CDS	366	cybB_1		COG3038	Cytochrome b561
Zymos_Se_00280	CDS	120	cybB_2		COG3038	Cytochrome b561
Zymos_Se_00281	CDS	801	ydcF		COG1434	Protein YdcF
Zymos_Se_00282	CDS	3921				hypothetical protein
Zymos_Se_00283	CDS	606	azoR	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
Zymos_Se_00284	CDS	450				hypothetical protein
Zymos_Se_00285	CDS	324				hypothetical protein
Zymos_Se_00286	CDS	192				hypothetical protein
Zymos_Se_00287	CDS	2637				hypothetical protein
Zymos_Se_00288	CDS	990	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
Zymos_Se_00289	CDS	411	hslJ		COG3187	Heat shock protein HslJ
Zymos_Se_00290	CDS	267				hypothetical protein
Zymos_Se_00291	CDS	3525	nifJ	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
Zymos_Se_00292	CDS	435	uspF		COG0589	Universal stress protein F
Zymos_Se_00293	CDS	339	emrE		COG2076	Multidrug transporter EmrE
Zymos_Se_00294	CDS	936	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
Zymos_Se_00295	CDS	1374	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
Zymos_Se_00296	CDS	984	zntB		COG0598	Zinc transport protein ZntB
Zymos_Se_00297	CDS	1077	tap		COG0840	Methyl-accepting chemotaxis protein IV
Zymos_Se_00298	CDS	564	smrA	3.1.-.-	COG2840	putative DNA endonuclease SmrA
Zymos_Se_00299	CDS	516	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
Zymos_Se_00300	CDS	753	fnr		COG0664	Fumarate and nitrate reduction regulatory protein
Zymos_Se_00301	CDS	948	uspE		COG0589	Universal stress protein E
Zymos_Se_00302	CDS	255				hypothetical protein
Zymos_Se_00303	CDS	1032	ynaI		COG0668	Low conductance mechanosensitive channel YnaI
Zymos_Se_00304	CDS	603	sutR_2		COG1396	HTH-type transcriptional regulator SutR
Zymos_Se_00305	CDS	687				hypothetical protein
Zymos_Se_00306	CDS	339				hypothetical protein
Zymos_Se_00307	CDS	234				hypothetical protein
Zymos_Se_00308	CDS	234				hypothetical protein
Zymos_Se_00309	CDS	825				hypothetical protein
Zymos_Se_00310	CDS	1983				hypothetical protein
Zymos_Se_00311	CDS	846				hypothetical protein
Zymos_Se_00312	CDS	852	rob_1		COG2207	Right origin-binding protein
Zymos_Se_00313	CDS	1056				hypothetical protein
Zymos_Se_00314	CDS	237	ygdR_2			putative lipoprotein YgdR
Zymos_Se_00315	CDS	591	bdcR			HTH-type transcriptional repressor BdcR
Zymos_Se_00316	CDS	714	bdcA		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
Zymos_Se_00317	CDS	837	ytbE	1.-.-.-	COG0656	putative oxidoreductase YtbE
Zymos_Se_00318	CDS	609	ycjG	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
Zymos_Se_00319	CDS	507	tpx	1.11.1.15	COG2077	Thiol peroxidase
Zymos_Se_00320	CDS	1542	tyrR		COG3283	Transcriptional regulatory protein TyrR
Zymos_Se_00321	CDS	1062				hypothetical protein
Zymos_Se_00322	CDS	1398	ycjX		COG3106	putative protein YcjX
Zymos_Se_00323	CDS	315	pspE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase PspE
Zymos_Se_00324	CDS	219	pspD			Phage shock protein D
Zymos_Se_00325	CDS	360	pspC		COG1983	Phage shock protein C
Zymos_Se_00326	CDS	225	pspB			Phage shock protein B
Zymos_Se_00327	CDS	669	pspA		COG1842	Phage shock protein A
Zymos_Se_00328	CDS	981	pspF		COG1221	Psp operon transcriptional activator
Zymos_Se_00329	CDS	1650	sapA		COG4166	Peptide transport periplasmic protein SapA
Zymos_Se_00330	CDS	966	sapB		COG4168	Peptide transport system permease protein SapB
Zymos_Se_00331	CDS	891	sapC		COG4171	Peptide transport system permease protein SapC
Zymos_Se_00332	CDS	993	sapD		COG4170	Peptide transport system ATP-binding protein SapD
Zymos_Se_00333	CDS	807	sapF		COG4167	Peptide transport system ATP-binding protein SapF
Zymos_Se_00334	CDS	651	ydiV_1		COG2200	Putative anti-FlhC(2)FlhD(4) factor YdiV
Zymos_Se_00335	CDS	978	steC	2.7.-.-		Secreted effector kinase SteC
Zymos_Se_00336	CDS	789	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
Zymos_Se_00337	CDS	1134				hypothetical protein
Zymos_Se_00338	CDS	1935	rnb	3.1.13.1	COG4776	Exoribonuclease 2
Zymos_Se_00339	CDS	1983	pdeR	3.1.4.52	COG2199	Cyclic di-GMP phosphodiesterase PdeR
Zymos_Se_00340	CDS	180				hypothetical protein
Zymos_Se_00341	CDS	723	srlR_2		COG1349	Glucitol operon repressor
Zymos_Se_00342	CDS	219	osmB			Osmotically-inducible lipoprotein B
Zymos_Se_00343	CDS	327	yciH		COG0023	putative protein YciH
Zymos_Se_00344	CDS	738	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
